"yearID","playerID","teamID","AB","R","H","2B","3B","HR","SB","CS","BB","SO","TB","GIDP","HBP","SH","SF","IBB"
"2018","garcija04","MIA","247","37","59","9","1","16","5","2","28","40","118","8","0","1","2","3"
"2018","garcilu03","PHI","181","31","49","10","3","4","4","0","18","51","77","5","4","0","1","1"
"2018","garciyi01","LAD","95","18","29","6","1","7","0","0","4","19","58","0","2","0","0","1"
"2018","gardeni01","TEX","21","2","7","2","1","0","0","0","0","4","11","0","1","0","1","0"
"2018","garream01","CIN","234","30","56","15","1","8","1","1","25","71","97","7","3","1","1","3"
"2018","garvemi01","MIN","4","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0"
"2018","gausmke01","BAL","495","62","139","30","2","21","6","2","32","104","236","11","5","0","2","0"
"2018","gausmke01","ATL","220","23","50","9","1","5","5","1","18","44","76","4","2","0","2","1"
"2018","gavigsa01","TOR","498","77","140","25","3","21","18","5","38","105","234","3","4","4","4","1"
"2018","gearrco01","SFG","120","14","33","6","0","5","4","0","13","31","54","2","3","1","0","1"
"2018","gearrco01","TEX","74","6","13","2","0","2","3","0","6","20","21","2","2","0","0","0"
"2018","gearrco01","OAK","26","4","10","2","1","0","1","0","2","2","14","0","1","0","0","0"
"2018","germado01","NYY","335","55","81","19","4","15","7","0","33","102","153","2","5","0","2","0"
"2018","gibsoky01","MIN","733","88","177","30","3","23","3","4","79","179","282","23","4","3","7","2"
"2018","gileske01","HOU","126","17","36","9","1","2","1","0","3","31","53","2","0","0","0","0"
"2018","gileske01","TOR","77","11","18","2","1","4","3","0","4","22","34","1","1","1","0","0"
"2018","gilmase01","BAL","100","9","23","6","0","4","2","0","11","15","41","4","2","0","0","0"
"2018","gimench01","CHC","5","3","2","0","0","1","0","0","1","1","5","0","0","0","0","0"
