Rk,Name,Age,Tm,IP,PAu,G,PA,AB,R,H,2B,3B,HR,SB,CS,BB,SO,BA,OBP,SLG,OPS,BAbip,TB,GDP,HBP,SH,SF,IBB,ROE
542,loupaa01,30,PHI,4,,9,17,15,2,4,0,0,0,1,0,1,2,0.267,0.353,0.267,0.62,0.308,4,1,1,0,0,0,0
543,lucasjo02,27,OAK,14.1,,8,66,56,11,16,5,0,1,1,0,9,14,0.286,0.394,0.429,0.823,0.366,24,4,1,0,0,0,1
544,lucchjo01,25,SDP,130,,26,548,493,63,125,22,3,23,8,6,43,145,0.254,0.316,0.45,0.766,0.31,222,12,4,3,4,2,4
545,lugose01,28,NYM,101.1,,54,410,374,36,81,11,1,9,4,4,28,103,0.217,0.271,0.324,0.595,0.27,121,6,2,1,5,4,5
546,lylesjo01,27,TOT,87.2,,35,371,333,42,83,13,2,12,5,2,28,84,0.249,0.31,0.408,0.718,0.295,136,4,3,3,4,3,1
547,lylesjo01,27,SDP,71.1,,24,300,274,35,71,8,2,12,4,1,19,62,0.259,0.306,0.434,0.741,0.291,119,4,1,3,3,0,1
548,lylesjo01,27,MIL,16.1,,11,71,59,7,12,5,0,0,1,1,9,22,0.203,0.324,0.288,0.612,0.316,17,0,2,0,1,3,0
549,lynnla01,31,TOT,156.2,,31,700,616,87,163,32,3,14,7,7,76,161,0.265,0.35,0.394,0.744,0.336,243,13,6,0,2,3,10
550,lynnla01,31,MIN,102.1,,20,469,399,61,105,19,2,12,4,5,62,100,0.263,0.369,0.411,0.78,0.322,164,10,6,0,2,3,5
551,lynnla01,31,NYY,54.1,,11,231,217,26,58,13,1,2,3,2,14,61,0.267,0.312,0.364,0.676,0.364,79,3,0,0,0,0,5
552,lyonsty01,30,STL,16.2,,27,83,70,16,24,7,0,3,2,1,8,19,0.343,0.415,0.571,0.986,0.42,40,1,2,1,2,2,1
553,madsory01,37,TOT,52.2,,58,231,206,34,58,9,0,7,8,0,16,54,0.282,0.339,0.427,0.766,0.342,88,5,4,1,4,2,2
554,madsory01,37,WSN,44.1,,49,195,172,28,48,8,0,6,5,0,15,41,0.279,0.345,0.43,0.776,0.328,74,5,4,1,3,2,2
555,madsory01,37,LAD,8.1,,9,36,34,6,10,1,0,1,3,0,1,13,0.294,0.306,0.412,0.717,0.429,14,0,0,0,1,0,0
556,maedake01,30,LAD,125.1,,39,532,479,58,115,31,3,13,5,1,43,153,0.24,0.308,0.399,0.706,0.323,191,7,5,2,3,4,3
557,magilma01,28,MIN,56.2,,40,249,221,24,58,11,1,11,5,2,23,56,0.262,0.339,0.471,0.809,0.303,104,3,3,1,1,0,0
558,mahlety01,23,CIN,112,,23,507,442,68,125,20,2,22,2,1,53,110,0.283,0.361,0.486,0.848,0.329,215,15,3,5,3,7,7
559,makitka01,33,SDP,35,,27,149,133,23,32,6,0,7,1,0,12,37,0.241,0.313,0.444,0.757,0.281,59,1,2,2,0,2,1
560,manaese01,26,OAK,160.2,,27,654,608,67,141,24,3,21,5,4,32,108,0.232,0.278,0.385,0.663,0.249,234,11,8,4,2,1,9
561,mannbr01,34,TEX,8.1,,7,36,28,5,7,3,0,1,1,0,4,3,0.25,0.361,0.464,0.825,0.231,13,2,2,0,2,0,0
562,mapledi01,26,CHC,5.1,,9,29,22,7,7,1,1,2,0,0,5,9,0.318,0.483,0.727,1.21,0.455,16,1,2,0,0,0,0
563,marinjh01,29,BAL,8,,8,40,29,6,9,2,0,1,0,1,9,3,0.31,0.462,0.483,0.944,0.308,14,1,0,1,1,0,2
564,marquge01,23,COL,196,,33,817,742,90,179,30,7,24,10,1,57,230,0.241,0.3,0.398,0.698,0.314,295,15,8,2,6,5,8
565,marshev01,28,CLE,7,,10,37,32,6,12,1,0,0,0,0,4,9,0.375,0.459,0.406,0.866,0.522,13,1,1,0,0,0,0
566,martich02,32,TEX,41.2,,46,177,168,21,46,9,0,5,4,0,5,37,0.274,0.305,0.417,0.722,0.323,70,3,3,0,1,2,4
567,martica04,26,STL,118.2,,33,521,439,48,100,19,2,5,6,0,60,117,0.228,0.333,0.314,0.647,0.296,138,14,11,7,4,4,10
568,mathije01,35,ARI,1,,1,4,4,1,1,0,0,1,0,0,0,1,0.25,0.25,1,1.25,0,4,0,0,0,0,0,0
569,matonph01,25,SDP,47.1,,45,214,186,25,50,10,3,3,2,1,23,55,0.269,0.354,0.403,0.757,0.364,75,3,2,2,1,1,1
570,matzst01,27,NYM,154,,30,654,578,77,134,29,2,25,28,2,58,152,0.232,0.312,0.419,0.73,0.27,242,14,10,6,2,2,9
571,maurebr01,27,KCR,31.1,,37,160,130,29,42,7,3,7,2,3,25,31,0.323,0.428,0.585,1.012,0.368,76,1,1,1,3,2,2
572,maytr01,28,MIN,25.1,,24,103,95,9,21,3,0,4,3,1,5,36,0.221,0.267,0.379,0.646,0.309,36,1,1,2,0,0,1
573,mayermi01,26,STL,51.2,,50,226,204,28,59,19,0,7,1,2,15,49,0.289,0.336,0.485,0.822,0.344,99,3,1,3,3,1,3
574,mayzati01,26,TOR,35.2,,37,151,135,13,33,8,0,3,4,1,14,40,0.244,0.325,0.37,0.695,0.326,50,2,2,0,0,4,0
575,mazzoco01,28,CHC,8.2,,8,36,31,1,5,1,0,0,0,0,5,7,0.161,0.278,0.194,0.471,0.208,6,0,0,0,0,1,0
576,mcallza01,30,TOT,45,,44,199,184,33,57,13,2,8,6,0,10,39,0.31,0.347,0.533,0.88,0.355,98,3,1,2,1,1,2
577,mcallza01,30,CLE,41.2,,41,180,165,25,47,11,2,7,6,0,10,34,0.285,0.328,0.503,0.831,0.32,83,3,1,2,1,1,2
578,mcallza01,30,DET,3.1,,3,19,19,8,10,2,0,1,0,0,0,5,0.526,0.526,0.789,1.316,0.692,15,0,0,0,0,0,0
579,mccarbr01,34,ATL,78.2,,15,339,313,45,94,15,1,15,2,1,21,65,0.3,0.343,0.498,0.842,0.338,156,11,0,4,1,0,4
580,mccarke01,26,KCR,72,,65,293,270,28,70,10,2,7,1,4,20,46,0.259,0.314,0.389,0.703,0.289,105,10,2,0,1,2,1
581,mccread01,25,ATL,1,,1,7,7,2,4,0,0,0,0,0,0,2,0.571,0.571,0.571,1.143,0.8,4,0,0,0,0,0,0
582,mcculla02,24,HOU,128.1,,25,527,465,60,100,27,1,12,5,2,50,142,0.215,0.298,0.355,0.653,0.279,165,13,7,1,4,0,6
583,mcfartj01,29,ARI,72,,47,292,268,18,64,14,0,4,3,2,22,42,0.239,0.296,0.336,0.631,0.269,90,13,0,1,1,3,4
584,mcgeeja01,31,COL,51.1,,61,227,207,39,59,15,4,10,1,3,16,47,0.285,0.342,0.541,0.883,0.327,112,1,2,2,0,1,1
585,mcgowky01,26,WSN,7.2,,5,34,28,5,6,2,0,2,0,0,5,8,0.214,0.324,0.5,0.824,0.211,14,0,0,0,1,0,0
586,mcgraky01,25,SDP,4,,4,18,15,2,3,1,0,2,0,0,3,4,0.2,0.333,0.667,1,0.111,10,0,0,0,0,0,0
587,mcguide02,29,TOT,38,,21,177,143,28,38,6,1,9,1,1,26,33,0.266,0.39,0.51,0.9,0.279,73,7,5,0,3,0,3
588,mcguide02,29,TOR,8.1,,4,39,34,6,9,3,1,2,0,0,5,7,0.265,0.359,0.588,0.947,0.28,20,1,0,0,0,0,1
589,mcguide02,29,LAA,29.2,,17,138,109,22,29,3,0,7,1,1,21,26,0.266,0.399,0.486,0.885,0.278,53,6,5,0,3,0,2
590,mchugco01,31,HOU,72.1,,58,283,255,18,45,9,1,6,2,3,21,94,0.176,0.252,0.29,0.542,0.25,74,1,5,1,1,0,2
591,mcraeal01,25,PIT,6.1,,2,32,26,4,8,4,0,0,0,0,5,5,0.308,0.438,0.462,0.899,0.381,12,0,1,0,0,0,0
592,meansjo01,25,BAL,3.1,,1,16,16,5,6,3,0,1,0,0,0,4,0.375,0.375,0.75,1.125,0.455,12,0,0,0,0,0,0
593,medlekr01,32,ARI,4,,1,25,21,7,9,3,0,0,0,0,4,4,0.429,0.52,0.571,1.091,0.529,12,0,0,0,0,0,0
594,meisiry01,24,BAL,21,,18,87,75,15,18,4,1,6,3,0,10,21,0.24,0.326,0.56,0.886,0.245,42,5,0,1,1,0,0
595,mejiaad01,25,MIN,22.1,,5,92,79,5,17,0,0,1,0,0,9,13,0.215,0.308,0.253,0.561,0.242,20,1,2,1,1,0,0
596,melanma01,33,SFG,39,,41,174,159,18,48,9,1,2,1,3,14,31,0.302,0.362,0.409,0.771,0.365,65,6,1,0,0,2,3
597,mellake01,24,CIN,9.1,,4,48,37,9,13,4,0,4,1,0,8,8,0.351,0.478,0.784,1.262,0.36,29,2,1,2,0,0,0
598,mendeyo01,23,TEX,27.2,,8,121,106,18,28,6,0,4,1,0,15,18,0.264,0.355,0.434,0.789,0.286,46,4,0,0,0,0,1
599,mengdda01,25,OAK,115.2,,22,476,441,58,103,26,1,18,4,3,26,72,0.234,0.28,0.42,0.699,0.241,185,6,3,4,2,0,9
600,meyerbe02,25,MIA,19,,13,97,77,23,26,8,1,2,0,0,14,9,0.338,0.458,0.545,1.004,0.358,42,4,4,1,1,2,2
601,middlke01,24,LAA,17.2,,16,71,60,4,14,4,0,1,1,2,9,16,0.233,0.338,0.35,0.688,0.295,21,2,1,0,1,1,0
602,mikolmi01,29,STL,200.2,,32,808,760,70,186,24,4,16,2,1,29,146,0.245,0.278,0.35,0.628,0.282,266,18,7,8,4,4,10
603,mileywa01,31,MIL,80.2,,16,338,300,28,71,16,1,3,2,1,27,50,0.237,0.309,0.327,0.636,0.274,98,8,5,5,1,1,4
604,millean01,33,CLE,34,,37,154,133,16,31,10,1,3,1,0,16,45,0.233,0.338,0.391,0.729,0.329,52,2,5,0,0,1,1
605,milleju02,31,WSN,52.1,,51,215,193,22,42,7,1,10,6,2,17,60,0.218,0.285,0.42,0.705,0.256,81,2,2,1,2,1,1
606,millesh01,27,ARI,16,,5,79,70,21,24,2,2,5,1,0,8,19,0.343,0.405,0.643,1.048,0.404,45,2,0,0,1,0,1
607,millsal02,26,CHC,18,,7,71,64,8,11,5,0,1,0,0,7,23,0.172,0.254,0.297,0.55,0.25,19,1,0,0,0,0,1
608,milneho01,27,TOT,7.1,,14,38,32,8,9,1,0,3,0,0,5,8,0.281,0.395,0.594,0.988,0.286,19,0,1,0,0,1,1
609,milneho01,27,PHI,4.2,,10,25,21,4,6,0,0,1,0,0,3,4,0.286,0.4,0.429,0.829,0.313,9,0,1,0,0,1,1
610,milneho01,27,TBR,2.2,,4,13,11,4,3,1,0,2,0,0,2,4,0.273,0.385,0.909,1.294,0.2,10,0,0,0,0,0,0
611,milonto01,31,WSN,26.1,,5,118,112,17,37,7,0,7,1,1,1,23,0.33,0.336,0.58,0.917,0.357,65,1,1,2,2,0,2
612,minayju01,27,CHW,46.2,,52,209,177,19,39,11,0,3,14,2,29,58,0.22,0.34,0.333,0.673,0.31,59,2,3,0,0,3,1
613,minormi01,30,TEX,157,,28,640,587,76,138,38,5,25,9,2,38,132,0.235,0.288,0.445,0.733,0.259,261,12,8,1,6,1,6
614,minteaj01,24,ATL,61.1,,65,260,234,23,57,9,1,3,4,1,22,69,0.244,0.313,0.329,0.642,0.331,77,3,2,1,1,1,3
615,miranar01,29,SEA,5,,1,24,20,1,6,1,0,0,0,0,4,5,0.3,0.417,0.35,0.767,0.4,7,0,0,0,0,0,0
616,mitchbr01,27,SDP,73,,16,337,289,45,85,14,2,12,11,1,43,38,0.294,0.387,0.481,0.868,0.303,139,10,2,1,2,1,1
617,montafr02,25,OAK,65,,13,283,255,34,74,20,3,5,0,1,21,43,0.29,0.345,0.451,0.796,0.329,115,9,2,2,3,0,3
618,montgjo01,25,NYY,27.1,,6,116,104,11,25,3,0,3,0,0,12,23,0.24,0.319,0.356,0.675,0.282,37,3,0,0,0,0,1
619,montgmi01,28,CHC,124,,38,534,481,58,131,23,2,10,8,7,39,86,0.272,0.333,0.391,0.724,0.311,188,13,7,3,4,4,8
620,moorema02,29,TEX,102,,39,471,420,82,128,38,2,19,2,0,41,86,0.305,0.37,0.54,0.911,0.342,227,8,5,1,4,1,2
621,moralke01,35,TOR,1,,1,4,3,0,0,0,0,0,0,0,1,0,0,0.25,0,0.25,0,0,0,0,0,0,0,0
622,moralos01,25,LAA,0.1,,1,2,2,0,1,0,0,0,0,0,0,0,0.5,0.5,0.5,1,0.5,1,0,0,0,0,0,0
623,morgaad01,28,PHI,49.1,,67,214,189,25,49,5,0,5,8,2,22,50,0.259,0.333,0.365,0.698,0.324,69,3,0,0,2,3,3
624,morinmi01,27,SEA,4,,3,18,16,3,6,2,1,0,0,1,1,6,0.375,0.389,0.625,1.014,0.545,10,0,0,0,1,1,0
625,moronre01,25,SFG,65,,69,262,221,20,34,6,0,4,8,0,37,79,0.154,0.272,0.235,0.507,0.213,52,5,0,1,3,4,3
626,morriak01,25,LAA,14,,9,65,57,9,18,4,1,3,0,0,8,7,0.316,0.4,0.579,0.979,0.319,33,2,0,0,0,0,1
627,morrobr01,33,CHC,30.2,,35,122,112,5,24,1,0,2,1,0,9,31,0.214,0.279,0.277,0.555,0.278,31,2,1,0,0,0,0
628,mortoch02,34,HOU,167,,30,695,609,63,130,27,3,18,4,3,64,201,0.213,0.303,0.356,0.659,0.284,217,12,16,1,4,0,4
629,motteta01,28,SEA,1,,1,6,4,1,1,0,0,1,0,0,1,1,0.25,0.5,1,1.5,0,4,0,1,0,0,0,0
630,moyaga01,23,MIN,36.1,,35,159,143,19,35,7,0,6,2,0,13,31,0.245,0.308,0.42,0.728,0.269,60,2,1,0,2,0,3
631,moylape01,39,ATL,28.1,,39,129,107,14,32,4,0,4,3,0,18,23,0.299,0.409,0.449,0.858,0.35,48,6,2,2,0,3,0
632,musgrha01,26,COL,44.2,,35,185,161,23,36,7,6,7,0,0,22,32,0.224,0.319,0.472,0.791,0.236,76,5,1,0,1,2,0
633,musgrjo01,25,PIT,115.1,,19,486,447,56,113,19,3,12,2,1,23,100,0.253,0.298,0.389,0.687,0.297,174,5,8,3,5,3,5
634,nealza01,29,LAD,1,,1,5,5,1,2,0,0,1,0,0,0,0,0.4,0.4,1,1.4,0.25,5,0,0,0,0,0,0
635,nerishe01,29,PHI,47.2,,53,203,184,27,46,9,1,11,2,0,16,76,0.25,0.313,0.489,0.803,0.361,90,1,1,2,0,1,0
636,neshepa01,37,PHI,24.1,,30,101,94,9,23,5,1,2,0,0,5,15,0.245,0.28,0.383,0.663,0.269,36,2,0,1,1,1,2
637,neverdo01,25,PIT,27,,25,119,107,25,30,5,1,9,1,0,10,27,0.28,0.345,0.598,0.943,0.292,64,2,1,0,1,0,0
638,newbeja01,23,KCR,13.1,,14,60,51,8,13,3,0,3,0,0,9,11,0.255,0.367,0.49,0.857,0.27,25,0,0,0,0,0,1
639,newcose01,25,ATL,164,,31,696,607,74,137,21,4,18,12,2,81,160,0.226,0.316,0.362,0.679,0.275,220,13,1,4,3,1,3
640,nicasju01,31,SEA,42,,46,183,172,30,53,13,1,6,1,2,5,53,0.308,0.328,0.5,0.828,0.402,86,1,2,0,4,0,1
641,nixja02,22,SDP,42.1,,9,190,171,33,52,13,2,8,2,0,13,21,0.304,0.363,0.544,0.907,0.306,93,4,4,0,2,0,0
642,nolaaa01,25,PHI,212.1,,33,831,756,57,149,31,2,17,17,5,58,224,0.197,0.259,0.311,0.57,0.254,235,16,7,6,4,3,7
643,norribu01,33,STL,57.2,,64,245,215,27,51,4,1,8,1,0,21,67,0.237,0.317,0.377,0.694,0.303,81,5,5,2,2,3,3
644,norrida01,25,DET,44.1,,11,200,176,28,46,10,0,8,3,0,19,51,0.261,0.337,0.455,0.791,0.319,80,1,2,1,2,0,1
645,norwoja01,24,CHC,11,,11,54,47,7,14,3,0,0,0,0,5,10,0.298,0.352,0.362,0.714,0.359,17,0,0,0,2,0,1
646,novaiv01,31,PIT,161,,29,683,638,82,171,34,5,26,5,2,35,114,0.268,0.309,0.459,0.769,0.29,293,13,4,4,2,4,10
647,nunovi01,30,TBR,33,,17,134,121,7,24,4,0,5,1,1,10,29,0.198,0.269,0.355,0.624,0.216,43,1,2,0,1,3,1
648,odayda01,35,BAL,20,,20,83,76,9,18,5,0,3,1,2,4,27,0.237,0.301,0.421,0.722,0.326,32,0,3,0,0,1,0
649,ogradch01,28,MIA,7,,8,32,28,5,7,2,0,2,0,0,4,8,0.25,0.344,0.536,0.879,0.278,15,0,0,0,0,0,0
650,oakstr01,25,KCR,13.2,,4,65,56,11,21,6,0,1,1,0,6,10,0.375,0.422,0.536,0.958,0.426,30,2,0,1,2,0,0
651,obergsc01,28,COL,58.2,,56,228,211,17,45,8,0,4,7,2,12,57,0.213,0.263,0.308,0.571,0.27,65,9,3,0,2,0,3
652,odorija01,28,MIN,164.1,,32,711,625,89,151,41,5,20,11,2,70,162,0.242,0.324,0.419,0.743,0.293,262,9,8,4,4,3,4
653,ogandal01,34,CLE,1,,1,8,5,2,2,1,0,0,0,0,3,1,0.4,0.625,0.6,1.225,0.5,3,0,0,0,0,0,0
654,ohse01,35,TOT,68.1,,73,274,249,21,52,10,1,8,0,1,17,79,0.209,0.266,0.353,0.62,0.265,88,2,4,0,4,1,2
655,ohse01,35,TOR,47,,48,189,173,14,37,7,1,5,0,0,10,55,0.214,0.265,0.353,0.617,0.276,61,1,3,0,3,1,1
656,ohse01,35,COL,21.1,,25,85,76,7,15,3,0,3,0,1,7,24,0.197,0.271,0.355,0.626,0.24,27,1,1,0,1,0,1
657,ohtansh01,23,LAA,51.2,,10,211,187,19,38,6,0,6,1,1,22,63,0.203,0.289,0.332,0.621,0.269,62,2,1,0,1,0,0
658,okertst01,26,SFG,7.1,,10,27,27,1,4,1,0,1,0,0,0,8,0.148,0.148,0.296,0.444,0.167,8,0,0,0,0,0,1
659,olsonty01,28,CLE,27.1,,43,118,106,16,26,8,0,4,1,0,12,40,0.245,0.322,0.434,0.756,0.355,46,2,0,0,0,2,0
660,ortizlu02,22,BAL,2.1,,2,18,14,6,7,2,1,0,0,0,3,0,0.5,0.556,0.786,1.341,0.467,11,0,0,0,1,0,1
661,osichjo01,29,SFG,12,,12,61,52,11,20,4,0,2,1,1,7,10,0.385,0.475,0.577,1.052,0.45,30,3,2,0,0,0,0
662,osunaro01,23,TOT,38,,38,150,141,10,33,7,0,1,1,0,4,32,0.234,0.273,0.305,0.578,0.294,43,3,4,0,1,0,0
663,osunaro01,23,TOR,15.1,,15,63,60,5,16,3,0,0,1,0,1,13,0.267,0.302,0.317,0.618,0.34,19,1,2,0,0,0,0
664,osunaro01,23,HOU,22.2,,23,87,81,5,17,4,0,1,0,0,3,19,0.21,0.253,0.296,0.549,0.258,24,2,2,0,1,0,0
665,oswalco01,24,NYM,64.2,,17,282,257,43,69,11,0,14,4,3,20,45,0.268,0.331,0.475,0.806,0.278,122,4,4,1,0,1,3
666,oteroda01,33,CLE,58.2,,61,247,239,36,69,18,0,12,0,0,5,43,0.289,0.312,0.515,0.826,0.31,123,9,3,0,0,3,4
667,ottavad01,32,COL,77.2,,75,309,260,25,41,6,0,5,24,3,36,112,0.158,0.27,0.238,0.509,0.243,62,6,6,1,5,5,2
668,paganem01,27,OAK,62,,55,262,239,30,55,13,3,13,7,1,19,63,0.23,0.294,0.473,0.767,0.256,113,1,3,0,1,1,1
669,pannoth01,24,TOR,43,,12,181,160,20,37,5,2,7,3,0,15,29,0.231,0.3,0.419,0.719,0.236,67,1,2,1,3,0,1
670,pareded01,23,LAA,18.1,,14,86,77,14,25,3,2,5,1,0,7,15,0.325,0.384,0.61,0.994,0.345,47,2,1,0,1,0,0
671,pareded02,31,LAD,7.2,,15,33,30,5,7,0,1,2,2,0,2,8,0.233,0.303,0.5,0.803,0.25,15,0,1,0,0,0,0
672,parkebl01,33,LAA,66.1,,67,276,253,24,63,11,1,12,4,1,19,70,0.249,0.308,0.443,0.751,0.297,112,4,3,0,1,1,0
673,parsowe01,25,ATL,5,,1,23,19,4,6,1,0,1,0,1,3,3,0.316,0.391,0.526,0.918,0.313,10,0,0,0,1,1,0
674,paulida01,24,TOR,6.2,,7,28,25,2,6,1,0,1,0,0,2,6,0.24,0.286,0.4,0.686,0.263,10,0,0,0,1,0,1
675,paxtoja01,29,SEA,160.1,,28,645,598,67,134,24,2,23,5,3,42,208,0.224,0.275,0.386,0.662,0.301,231,11,1,2,2,0,2
676,pazosja01,27,SEA,50,,60,211,189,19,47,10,0,4,2,0,15,45,0.249,0.318,0.365,0.683,0.303,69,7,5,0,2,1,2
677,peacobr01,30,HOU,65,,61,272,248,26,56,14,2,11,3,0,20,96,0.226,0.29,0.431,0.722,0.317,107,3,3,0,1,0,1
678,pelhacd01,23,TEX,7.2,,10,38,34,6,12,4,1,0,3,0,4,7,0.353,0.421,0.529,0.95,0.444,18,1,0,0,0,1,0
679,penafe01,28,LAA,92.2,,19,389,352,45,87,15,0,12,4,1,28,85,0.247,0.307,0.392,0.699,0.29,138,7,4,1,4,0,3
680,pennicl01,34,CIN,1,,1,6,4,1,1,1,0,0,0,0,2,1,0.25,0.5,0.5,1,0.333,2,0,0,0,0,0,0
681,peralfr01,22,MIL,78.1,,16,321,275,37,49,14,2,8,3,1,40,96,0.178,0.291,0.331,0.622,0.238,91,7,4,1,1,1,2
682,peralwa01,26,CIN,45.1,,59,227,192,32,58,9,0,2,5,2,31,31,0.302,0.403,0.38,0.783,0.35,73,4,2,1,1,2,6
683,peralwi01,29,KCR,34.1,,37,149,122,14,28,3,2,4,0,0,23,35,0.23,0.351,0.385,0.737,0.282,47,5,1,1,2,1,0
684,perdolu02,25,SDP,44.2,,12,217,189,37,62,19,0,4,3,0,22,39,0.328,0.403,0.492,0.895,0.392,93,5,3,1,2,2,1
685,perezci01,22,HOU,11.1,,8,45,38,5,6,0,0,3,0,1,7,12,0.158,0.289,0.395,0.684,0.13,15,2,0,0,0,0,0
686,perezhe01,27,MIL,3.1,,3,19,17,5,7,5,0,1,0,0,1,2,0.412,0.474,0.882,1.356,0.429,15,0,1,0,0,0,0
687,perezma02,27,TEX,85.1,,22,397,353,68,116,16,3,16,2,2,36,52,0.329,0.389,0.527,0.916,0.345,186,13,2,1,5,1,5
688,perezol01,36,CLE,32.1,,51,120,110,6,17,2,0,1,3,2,7,43,0.155,0.217,0.2,0.417,0.239,22,1,2,0,1,3,0
689,peterdi01,25,MIA,27.2,,7,129,111,22,34,7,0,4,1,2,15,17,0.306,0.391,0.477,0.868,0.33,53,3,1,1,1,0,1
690,peterja01,28,BAL,1,,1,8,8,4,6,2,0,1,0,0,0,1,0.75,0.75,1.375,2.125,0.833,11,1,0,0,0,0,0
691,peterti01,27,NYM,27.2,,22,118,111,19,29,2,0,8,3,0,5,25,0.261,0.299,0.495,0.795,0.269,55,1,1,1,0,2,1
692,petityu01,33,OAK,93,,74,368,344,32,76,16,2,13,7,3,18,76,0.221,0.256,0.392,0.649,0.242,135,6,0,1,5,4,4
693,petrija01,30,TOR,45.2,,41,208,186,28,59,14,2,6,3,0,16,41,0.317,0.386,0.511,0.897,0.381,95,10,5,1,0,0,1
694,phillev01,23,TOT,11.2,,9,59,48,19,13,4,0,5,0,0,10,8,0.271,0.407,0.667,1.073,0.229,32,1,1,0,0,0,1
695,phillev01,23,ATL,6.1,,4,29,25,6,6,1,0,3,0,0,4,3,0.24,0.345,0.64,0.985,0.158,16,0,0,0,0,0,0
696,phillev01,23,BAL,5.1,,5,30,23,13,7,3,0,2,0,0,6,5,0.304,0.467,0.696,1.162,0.313,16,1,1,0,0,0,1
697,pivetni01,25,PHI,164,,33,694,624,91,163,25,2,24,6,7,51,188,0.261,0.32,0.423,0.743,0.333,264,16,5,8,5,0,8
698,plutkad01,26,CLE,76.2,,17,326,299,45,78,23,1,21,1,3,23,60,0.261,0.314,0.555,0.869,0.259,166,2,1,1,2,1,0
699,pomerdr01,29,BOS,74,,26,344,293,53,87,22,1,12,2,3,44,66,0.297,0.392,0.502,0.894,0.344,147,9,4,0,3,1,2
700,ponceda01,26,STL,33,,11,132,117,10,24,6,0,2,0,0,13,31,0.205,0.288,0.308,0.596,0.259,36,4,1,0,1,0,0
701,porceri01,29,BOS,191.1,,33,808,735,97,177,29,3,27,6,1,48,190,0.241,0.299,0.399,0.698,0.286,293,8,16,3,6,0,8
702,poundbr01,27,COL,15.1,,14,72,68,13,25,9,1,3,0,0,2,17,0.368,0.403,0.662,1.065,0.458,45,3,2,0,0,0,0
703,poynebo01,25,BOS,22.1,,20,93,86,8,22,5,1,4,2,0,3,24,0.256,0.293,0.477,0.77,0.305,41,0,2,1,1,0,0
704,pressry01,29,TOT,71,,77,292,264,21,57,8,1,6,6,2,22,101,0.216,0.282,0.322,0.604,0.321,85,2,3,1,2,1,3
705,pressry01,29,MIN,47.2,,51,208,184,19,46,6,1,5,5,2,19,69,0.25,0.324,0.375,0.699,0.366,69,2,2,1,2,1,3
706,pressry01,29,HOU,23.1,,26,84,80,2,11,2,0,1,1,0,3,32,0.138,0.179,0.2,0.379,0.213,16,0,1,0,0,0,0
707,priceda01,32,BOS,176,,30,722,657,75,151,28,4,25,5,3,50,177,0.23,0.293,0.399,0.691,0.275,262,10,10,1,4,0,4
708,pruitau01,28,TBR,69.2,,23,291,269,40,72,10,3,7,2,1,16,42,0.268,0.307,0.405,0.712,0.29,109,3,1,1,4,0,2
709,quackke01,29,CIN,9,,10,45,39,11,13,3,0,3,0,0,6,7,0.333,0.422,0.641,1.063,0.345,25,0,0,0,0,1,0
710,quinnro01,25,PHI,1.2,,1,14,11,7,6,2,0,1,0,0,2,0,0.545,0.643,1,1.643,0.5,11,0,1,0,0,0,0
711,quintjo01,29,CHC,174.1,,32,739,658,81,162,32,3,25,6,6,68,158,0.246,0.319,0.418,0.737,0.287,275,13,3,8,2,3,6
712,raineta01,25,CIN,7,,8,45,32,19,13,4,0,4,0,0,12,7,0.406,0.556,0.906,1.462,0.409,29,1,0,0,1,1,0
713,ramirca01,27,TOT,8.1,,5,37,26,3,3,0,0,0,1,0,9,5,0.115,0.351,0.115,0.467,0.136,3,2,1,0,1,0,1
714,ramirca01,27,TOR,2.1,,2,13,8,1,1,0,0,0,0,0,5,3,0.125,0.462,0.125,0.587,0.2,1,0,0,0,0,0,0
715,ramirca01,27,OAK,6,,3,24,18,2,2,0,0,0,1,0,4,2,0.111,0.292,0.111,0.403,0.118,2,2,1,0,1,0,1
716,ramirer02,28,SEA,45.2,,10,202,183,35,52,11,1,14,0,0,12,33,0.284,0.332,0.585,0.916,0.271,107,5,3,0,4,0,3
717,ramirjc01,29,LAA,6.2,,2,33,26,8,7,1,0,3,2,0,7,4,0.269,0.424,0.654,1.078,0.211,17,1,0,0,0,0,0
718,ramirjo02,28,ATL,6.1,,7,38,28,12,9,4,0,0,3,0,8,7,0.321,0.5,0.464,0.964,0.429,13,0,2,0,0,2,0
719,ramirne01,29,CLE,41.2,,47,180,158,21,36,9,0,9,12,1,18,51,0.228,0.318,0.456,0.774,0.276,72,2,3,1,0,1,1
720,ramirno01,28,LAA,83.1,,69,353,317,43,75,16,1,15,1,0,30,95,0.237,0.314,0.435,0.75,0.29,138,6,6,0,0,3,2
721,ramirye01,24,BAL,65.1,,17,294,249,44,64,10,2,11,6,5,36,62,0.257,0.356,0.446,0.802,0.296,111,4,4,2,3,1,4
722,ramosaj01,31,NYM,19.2,,28,88,72,14,17,3,0,3,1,0,15,22,0.236,0.364,0.403,0.766,0.292,29,2,0,0,1,0,0
723,ramosed02,25,PHI,42.2,,52,174,156,14,34,1,1,4,3,2,15,42,0.218,0.289,0.314,0.603,0.27,49,5,1,1,1,2,2
724,ravinjo01,30,ATL,3,,2,14,10,2,2,1,0,0,0,0,2,1,0.2,0.385,0.3,0.685,0.222,3,0,1,1,0,0,1
