yearID,Name,teamID,IP,PAu,G,PA,AB,R,H,2B,3B,HR,SB,CS,BB,SO,BA,OBP,SLG,OPS,BAbip,TB,GDP,HBP,SH,SF,IBB,ROE
2017,leblawa01,PIT,68,,50,283,263,35,64,16,1,10,1,0,17,54,0.243,0.291,0.426,0.717,0.27,112,4,1,1,1,1,4
2017,leclejo01,TEX,45.2,,47,200,157,21,23,5,0,4,4,1,40,60,0.146,0.33,0.255,0.585,0.204,40,3,3,0,0,1,2
2017,leeza01,SDP,8,,3,41,32,5,8,2,0,1,0,0,8,6,0.25,0.39,0.406,0.796,0.269,13,0,0,0,1,0,1
2017,leitema02,PHI,90.2,,27,395,354,59,90,15,2,18,10,2,31,84,0.254,0.325,0.46,0.785,0.283,163,4,7,1,2,2,4
2017,leonar02,DET,6.2,,6,31,24,9,7,2,0,0,0,1,6,2,0.292,0.419,0.375,0.794,0.304,9,1,0,0,1,1,0
2017,leonedo01,TOR,70.1,,65,279,253,22,51,16,3,6,5,0,23,81,0.202,0.265,0.36,0.625,0.266,91,4,0,0,3,3,2
2017,lestejo01,CHC,180.2,,32,763,691,101,179,34,3,26,19,12,60,180,0.259,0.32,0.43,0.75,0.313,297,13,4,4,4,3,8
2017,lewicar01,DET,10.1,,4,52,48,8,19,1,0,1,1,0,4,6,0.396,0.442,0.479,0.921,0.439,23,2,0,0,0,0,0
2017,liberad01,LAD,3.1,,4,15,13,1,3,0,0,0,0,0,2,5,0.231,0.333,0.231,0.564,0.375,3,0,0,0,0,0,0
2017,lindbjo01,PIT,10.1,,4,51,48,9,18,3,0,0,0,1,3,10,0.375,0.412,0.438,0.849,0.474,21,0,0,0,0,0,0
2017,liriafr01,TOT,97,,38,439,377,66,105,27,3,11,9,3,53,85,0.279,0.371,0.454,0.824,0.331,171,13,4,2,3,2,5
2017,liriafr01,TOR,82.2,,18,375,325,57,91,22,3,11,7,3,43,74,0.28,0.365,0.468,0.832,0.329,152,9,2,2,3,1,5
2017,liriafr01,HOU,14.1,,20,64,52,9,14,5,0,0,2,0,10,11,0.269,0.406,0.365,0.772,0.341,19,4,2,0,0,1,0
2017,livelbe01,PHI,88.2,,15,372,335,45,90,27,3,13,3,2,24,52,0.269,0.33,0.484,0.813,0.282,162,12,8,2,3,1,2
2017,lloydky01,SDP,4,,1,20,18,4,6,2,0,1,1,0,2,2,0.333,0.4,0.611,1.011,0.333,11,0,0,0,0,0,0
2017,lockeje01,MIA,32,,7,152,135,30,42,6,3,4,5,0,15,26,0.311,0.375,0.489,0.864,0.355,66,0,0,0,2,3,1
2017,loganbo02,CLE,21,,38,91,80,13,20,2,0,2,0,0,9,28,0.25,0.333,0.35,0.683,0.36,28,3,1,1,0,0,1
2017,lopezjo02,MIL,2,,1,10,9,1,4,1,0,0,0,0,1,0,0.444,0.5,0.556,1.056,0.444,5,1,0,0,0,0,0
2017,lopezre01,CHW,47.2,,8,207,190,29,49,6,3,7,0,1,14,30,0.258,0.309,0.432,0.741,0.271,82,1,1,0,2,0,4
2017,lorenmi01,CIN,83,,70,361,320,43,78,12,1,9,3,1,34,80,0.244,0.323,0.372,0.695,0.297,119,6,4,2,1,5,3
2017,loupaa01,TOR,57.2,,70,265,225,27,59,10,0,4,4,1,29,64,0.262,0.362,0.36,0.722,0.35,81,7,6,5,0,5,6
2017,lucasjo02,STL,7.1,,5,32,27,3,7,0,1,2,1,1,4,7,0.259,0.375,0.556,0.931,0.278,15,2,1,0,0,0,0
2017,lugose01,NYM,101.1,,19,436,402,57,114,22,2,13,5,2,25,85,0.284,0.325,0.445,0.77,0.327,179,7,2,2,5,1,2
2017,lylesjo01,TOT,69.2,,38,324,295,61,96,20,2,16,3,0,22,55,0.325,0.379,0.569,0.948,0.356,168,9,4,2,1,1,2
2017,lylesjo01,COL,46.2,,33,211,193,37,61,11,1,11,2,0,12,33,0.316,0.367,0.554,0.921,0.333,107,8,4,1,1,1,2
2017,lylesjo01,SDP,23,,5,113,102,24,35,9,1,5,1,0,10,22,0.343,0.402,0.598,1,0.4,61,1,0,1,0,0,0
2017,lynnla01,STL,186.1,,33,776,676,80,151,21,7,27,4,7,78,153,0.223,0.312,0.395,0.707,0.248,267,20,10,9,3,5,6
2017,lyonsty01,STL,54,,50,220,189,17,39,10,0,3,3,1,20,68,0.206,0.301,0.307,0.608,0.298,58,6,7,1,3,2,0
2017,machaan02,KCR,3.2,,2,24,21,9,10,0,1,2,0,0,3,1,0.476,0.542,0.857,1.399,0.444,18,0,0,0,0,0,0
2017,machije01,SEA,7.2,,5,31,26,2,7,1,0,1,1,0,4,4,0.269,0.355,0.423,0.778,0.273,11,3,0,0,1,0,0
2017,maddoau01,BOS,17.1,,13,67,65,1,13,1,0,1,1,0,2,14,0.2,0.224,0.262,0.485,0.24,17,0,0,0,0,0,0
2017,madsory01,TOT,59,,60,219,203,12,38,8,0,2,8,2,9,67,0.187,0.235,0.256,0.491,0.267,52,7,4,2,1,2,2
2017,madsory01,OAK,39.1,,40,144,133,9,25,4,0,2,7,1,6,39,0.188,0.232,0.263,0.496,0.247,35,6,2,2,1,2,2
2017,madsory01,WSN,19.2,,20,75,70,3,13,4,0,0,1,1,3,28,0.186,0.24,0.243,0.483,0.31,17,1,2,0,0,0,0
2017,maedake01,LAD,134.1,,29,557,508,68,121,26,1,22,4,2,34,140,0.238,0.29,0.423,0.714,0.283,215,7,5,6,4,1,5
2017,magnida01,LAA,0.1,,1,3,1,0,0,0,0,0,0,0,2,1,0,0.667,0,0.667,,0,0,0,0,0,0,0
2017,mahlety01,CIN,20,,4,92,75,6,19,4,0,0,0,0,11,14,0.253,0.378,0.307,0.684,0.311,23,2,4,2,0,1,0
2017,manaese01,OAK,158.2,,29,692,623,88,167,35,5,18,9,5,55,140,0.268,0.336,0.427,0.763,0.319,266,14,10,1,2,1,9
2017,manesse01,KCR,9.2,,8,45,42,5,16,1,0,3,1,1,2,4,0.381,0.4,0.619,1.019,0.361,26,1,0,0,1,0,0
2017,mapledi01,CHC,5.1,,6,27,21,6,6,2,0,0,0,1,6,11,0.286,0.444,0.381,0.825,0.6,8,0,0,0,0,0,0
2017,marinjh01,TOT,58.1,,43,262,225,26,64,19,1,6,0,0,26,45,0.284,0.375,0.458,0.832,0.331,103,7,7,3,1,3,0
2017,marinjh01,TOT,50.2,,39,229,197,24,57,17,1,6,0,0,23,40,0.289,0.376,0.477,0.853,0.336,94,5,5,3,1,3,0
2017,marinjh01,MIL,16.2,,15,81,69,12,23,7,1,2,0,0,11,14,0.333,0.432,0.551,0.983,0.396,38,2,1,0,0,2,0
2017,marinjh01,PIT,34,,24,148,128,12,34,10,0,4,0,0,12,26,0.266,0.345,0.438,0.782,0.303,56,3,4,3,1,1,0
2017,marinjh01,TEX,7.2,,4,33,28,2,7,2,0,0,0,0,3,5,0.25,0.364,0.321,0.685,0.304,9,2,2,0,0,0,0
2017,marksju01,TBR,1.1,,1,7,6,1,2,0,0,1,0,0,1,1,0.333,0.429,0.833,1.262,0.25,5,0,0,0,0,0,0
2017,marquge01,COL,162,,29,701,634,82,174,37,7,25,6,5,49,147,0.274,0.332,0.473,0.806,0.32,300,11,8,5,4,3,3
2017,marshev01,SEA,7.2,,6,38,33,8,12,3,0,1,0,0,5,4,0.364,0.447,0.545,0.993,0.393,18,2,0,0,0,1,0
2017,martefr01,HOU,54.1,,32,249,208,40,51,10,1,7,3,0,31,69,0.245,0.361,0.404,0.765,0.328,84,4,8,0,2,3,0
2017,martico01,SEA,2,,1,13,11,4,5,1,0,0,2,0,2,0,0.455,0.538,0.545,1.084,0.455,6,1,0,0,0,0,1
2017,martiky01,BOS,2.1,,2,11,9,1,2,0,0,1,0,0,2,1,0.222,0.364,0.556,0.919,0.143,5,0,0,0,0,0,0
2017,martile01,CHC,0.2,,1,5,5,2,3,0,0,1,0,0,0,0,0.6,0.6,1.2,1.8,0.5,6,0,0,0,0,0,0
2017,martica04,STL,205,,32,858,772,93,179,34,4,27,4,4,71,217,0.232,0.302,0.391,0.694,0.287,302,21,8,4,2,3,14
2017,martimi02,CLE,1,,1,4,4,0,1,1,0,0,0,0,0,0,0.25,0.25,0.5,0.75,0.25,2,0,0,0,0,0,0
2017,martini01,TEX,111.1,,23,478,445,74,124,23,2,26,7,1,28,67,0.279,0.324,0.515,0.838,0.278,229,8,2,2,1,0,5
2017,matonph01,SDP,43,,46,180,165,23,41,4,1,10,1,1,14,46,0.248,0.311,0.467,0.778,0.284,77,3,1,0,0,0,0
2017,matzst01,NYM,66.2,,13,298,272,46,83,14,2,12,9,0,19,48,0.305,0.356,0.504,0.86,0.333,137,9,3,3,1,2,3
2017,maurebr01,TOT,59.1,,68,267,245,43,73,17,3,8,2,0,19,59,0.298,0.348,0.49,0.838,0.361,120,4,1,0,2,2,1
2017,maurebr01,SDP,39.1,,42,162,152,25,39,9,0,4,1,0,8,38,0.257,0.296,0.395,0.691,0.315,60,4,1,0,1,1,1
2017,maurebr01,KCR,20,,26,105,93,18,34,8,3,4,1,0,11,21,0.366,0.429,0.645,1.074,0.435,60,0,0,0,1,1,0
2017,mayermi01,STL,4.2,,3,25,19,8,8,4,0,2,0,0,4,3,0.421,0.48,0.947,1.427,0.375,18,1,0,0,2,1,1
2017,mayzati01,TOR,17,,19,79,75,15,24,6,0,3,2,1,4,27,0.32,0.354,0.52,0.874,0.467,39,1,0,0,0,0,2
2017,mazzoco01,SDP,8,,6,46,41,16,17,1,0,5,1,0,4,4,0.415,0.478,0.805,1.283,0.375,33,1,1,0,0,0,1
2017,mcallza01,CLE,62,,50,249,226,18,53,4,1,8,3,2,21,66,0.235,0.302,0.367,0.67,0.296,83,8,1,1,0,0,0
2017,mccarbr01,LAD,92.2,,19,384,347,43,89,15,2,5,10,3,27,72,0.256,0.313,0.354,0.668,0.308,123,9,3,4,3,0,3
2017,mccarke01,KCR,45,,33,196,181,23,50,7,0,4,1,0,13,27,0.276,0.323,0.381,0.704,0.305,69,5,0,1,1,0,3
2017,mcculla02,HOU,118.2,,22,512,457,61,114,28,2,8,4,2,40,132,0.249,0.324,0.372,0.696,0.332,170,13,11,2,2,1,9
2017,mcfartj01,ARI,54,,43,241,217,42,65,11,0,4,2,0,17,29,0.3,0.351,0.406,0.757,0.326,88,11,2,2,3,6,6
2017,mcgeeja01,COL,57.1,,62,229,210,23,47,11,1,4,1,1,16,58,0.224,0.281,0.343,0.624,0.289,72,6,1,1,1,0,0
2017,mcgowdu01,MIA,77.2,,63,330,294,42,77,16,1,13,3,1,27,64,0.262,0.325,0.456,0.781,0.291,134,8,2,4,3,5,3
2017,mcgowke01,NYM,8.2,,8,40,34,5,8,2,0,2,0,0,6,8,0.235,0.35,0.471,0.821,0.25,16,0,0,0,0,0,0
2017,mcgraky01,SDP,19,,17,75,67,6,14,2,0,2,2,2,6,16,0.209,0.267,0.328,0.595,0.235,22,0,0,0,2,1,0
2017,mcguide02,CIN,13.2,,6,56,53,6,10,2,0,1,0,0,2,11,0.189,0.232,0.283,0.515,0.22,15,1,1,0,0,0,3
2017,mchugco01,HOU,63.1,,12,271,245,27,62,21,0,7,4,0,20,62,0.253,0.322,0.424,0.747,0.313,104,7,5,0,0,0,1
2017,mejiaad01,MIN,98,,21,443,391,52,110,28,2,13,3,2,44,85,0.281,0.359,0.463,0.822,0.328,181,9,5,0,3,4,5
2017,melanma01,SFG,30,,32,130,123,16,37,8,1,3,1,0,6,29,0.301,0.338,0.455,0.794,0.374,56,3,1,0,0,0,1
2017,mellake01,CIN,4,,2,19,17,3,5,2,0,1,0,0,2,1,0.294,0.368,0.588,0.957,0.267,10,0,0,0,0,1,0
2017,melviti01,TOT,5.2,,3,30,23,8,7,2,0,1,0,0,6,7,0.304,0.467,0.522,0.988,0.4,12,1,1,0,0,0,0
2017,melviti01,MIN,3.1,,1,18,14,5,4,1,0,1,0,0,3,4,0.286,0.444,0.571,1.016,0.333,8,0,1,0,0,0,0
2017,melviti01,SDP,2.1,,2,12,9,3,3,1,0,0,0,0,3,3,0.333,0.5,0.444,0.944,0.5,4,1,0,0,0,0,0
2017,mendeyo01,TEX,12.1,,7,52,48,9,13,4,0,3,2,0,3,7,0.271,0.327,0.542,0.869,0.263,26,2,1,0,0,0,1
2017,mengdda01,OAK,43,,7,169,157,16,36,6,0,6,0,2,9,29,0.229,0.268,0.382,0.65,0.242,60,5,0,1,2,0,2
2017,merriry01,CLE,20.2,,5,89,84,6,26,5,0,0,2,0,4,7,0.31,0.337,0.369,0.706,0.333,31,6,0,0,1,0,3
2017,meyeral01,LAA,67.1,,13,292,244,30,48,13,0,6,7,2,42,75,0.197,0.323,0.324,0.647,0.256,79,5,4,1,1,0,3
2017,middlke01,LAA,58.1,,64,246,226,25,60,12,1,11,0,1,18,63,0.265,0.317,0.473,0.791,0.318,107,3,0,0,2,2,1
2017,mileywa01,BAL,157.1,,32,728,624,104,179,30,2,25,5,4,93,142,0.287,0.38,0.462,0.841,0.333,288,18,4,1,6,1,7
2017,millean01,CLE,62.2,,57,244,215,11,31,4,0,3,1,0,21,95,0.144,0.236,0.205,0.44,0.237,44,1,5,2,1,0,3
2017,millesh01,ARI,22,,4,99,87,10,20,7,0,1,1,0,12,20,0.23,0.323,0.345,0.668,0.288,30,2,0,0,0,1,3
2017,milneho01,PHI,31.1,,37,139,116,7,30,7,0,2,0,1,16,22,0.259,0.365,0.371,0.736,0.301,43,2,4,2,1,3,0
2017,milonto01,TOT,48.1,,17,221,205,43,65,11,2,15,4,1,14,38,0.317,0.361,0.61,0.97,0.329,125,2,0,2,0,3,2
2017,milonto01,MIL,21,,6,93,91,15,29,5,0,6,0,0,2,16,0.319,0.333,0.571,0.905,0.333,52,1,0,0,0,0,0
2017,milonto01,NYM,27.1,,11,128,114,28,36,6,2,9,4,1,12,22,0.316,0.381,0.64,1.021,0.325,73,1,0,2,0,3,2
2017,minayju01,CHW,43.2,,40,184,159,22,38,7,1,7,8,2,20,51,0.239,0.337,0.428,0.765,0.304,68,4,4,0,1,0,1
2017,minormi01,KCR,77.2,,65,307,280,23,57,16,1,5,4,1,22,88,0.204,0.263,0.321,0.585,0.277,90,7,1,3,1,3,1
2017,minteaj01,ATL,15,,16,60,58,5,13,2,1,1,0,0,2,26,0.224,0.25,0.345,0.595,0.387,20,0,0,0,0,0,0
2017,miranar01,SEA,160,,31,678,600,93,140,27,3,37,1,2,63,137,0.233,0.308,0.473,0.781,0.237,284,9,5,2,8,1,6
2017,mitchbr01,NYY,32.2,,20,153,139,24,42,10,0,2,1,0,13,17,0.302,0.366,0.417,0.783,0.333,58,2,1,0,0,1,5
2017,mollsa01,OAK,6.2,,11,35,32,8,13,2,1,2,0,0,3,7,0.406,0.457,0.719,1.176,0.478,23,1,0,0,0,0,0
2017,montafr02,OAK,32,,23,152,129,25,39,4,0,10,2,0,20,36,0.302,0.408,0.566,0.974,0.349,73,4,3,0,0,0,0
2017,montemi01,CHC,1,,1,5,3,0,0,0,0,0,0,0,2,0,0,0.4,0,0.4,0,0,0,0,0,0,0,0
2017,montera01,NYM,119,,34,550,461,75,141,25,0,12,14,2,67,114,0.306,0.394,0.438,0.832,0.376,202,15,5,9,8,5,2
2017,montgjo01,NYY,155.1,,29,649,592,72,140,20,3,21,2,1,51,144,0.236,0.297,0.387,0.684,0.277,229,13,1,2,3,0,6
2017,montgmi01,CHC,130.2,,44,540,470,52,103,18,0,10,6,3,55,100,0.219,0.31,0.321,0.632,0.257,151,16,8,5,2,4,5
2017,moorean02,SEA,59,,11,243,230,36,60,13,0,14,2,1,8,31,0.261,0.284,0.5,0.784,0.243,115,3,1,0,4,0,1
2017,moorema02,SFG,174.1,,32,790,706,116,200,44,9,27,8,4,67,148,0.283,0.349,0.486,0.835,0.323,343,12,7,6,4,3,10
2017,morelmi01,BOS,1,,1,5,5,0,2,0,0,0,0,0,0,1,0.4,0.4,0.4,0.8,0.5,2,0,0,0,0,0,0
2017,morendi01,TBR,5.2,,5,26,23,4,6,2,0,1,1,0,2,6,0.261,0.346,0.478,0.824,0.313,11,1,1,0,0,0,0
2017,morgaad01,PHI,54.2,,37,229,211,25,51,7,2,10,7,0,18,63,0.242,0.301,0.436,0.737,0.297,92,3,0,0,0,2,0
2017,morinmi01,TOT,20,,16,93,84,16,29,5,1,3,0,0,5,16,0.345,0.38,0.536,0.916,0.388,45,2,1,1,2,1,0
2017,morinmi01,LAA,14.1,,10,65,60,11,21,3,1,3,0,0,2,10,0.35,0.375,0.583,0.958,0.375,35,2,1,1,1,1,0
2017,morinmi01,KCR,5.2,,6,28,24,5,8,2,0,0,0,0,3,6,0.333,0.393,0.417,0.81,0.421,10,0,0,0,1,0,0
2017,moronre01,SFG,6.2,,7,29,26,2,6,0,0,1,0,0,3,11,0.231,0.31,0.346,0.656,0.357,9,0,0,0,0,1,0
2017,morriak01,ATL,7.1,,8,32,28,1,6,3,0,0,0,0,4,9,0.214,0.313,0.321,0.634,0.316,9,0,0,0,0,0,0
2017,morribr01,SFG,21,,20,94,79,16,24,3,1,1,0,2,11,15,0.304,0.385,0.405,0.79,0.359,32,1,0,3,1,2,1
2017,morrobr01,LAD,43.2,,45,170,160,10,31,3,0,0,3,0,9,50,0.194,0.241,0.213,0.454,0.282,34,3,1,0,0,1,0
2017,mortoch02,HOU,146.2,,25,617,549,65,125,39,3,14,4,1,50,163,0.228,0.306,0.386,0.692,0.297,212,16,13,2,2,1,9
2017,motteja01,ATL,40.2,,46,166,141,16,28,8,0,6,7,0,20,27,0.199,0.307,0.383,0.69,0.2,54,7,3,0,2,1,1
2017,moyaga01,MIN,6.1,,7,26,24,3,5,0,0,2,0,0,2,5,0.208,0.269,0.458,0.728,0.176,11,0,0,0,0,0,0
2017,moylape01,KCR,59.1,,79,243,212,26,40,7,1,4,2,1,25,46,0.189,0.288,0.288,0.576,0.221,61,5,5,0,1,3,4
2017,mujiced01,DET,6.1,,5,30,28,7,11,3,0,4,0,0,0,7,0.393,0.367,0.929,1.295,0.368,26,0,0,0,2,0,1
2017,musgrjo01,HOU,109.1,,38,462,422,59,117,22,3,18,2,2,28,98,0.277,0.327,0.472,0.798,0.321,199,11,4,5,2,1,4
2017,nealza01,OAK,14.2,,6,65,63,13,19,2,2,5,2,0,1,10,0.302,0.308,0.635,0.943,0.286,40,1,0,0,1,0,2
2017,nelsoji02,MIL,175.1,,29,728,665,75,171,28,1,16,18,4,48,199,0.257,0.315,0.374,0.689,0.343,249,21,9,4,2,1,5
2017,nerishe01,PHI,74.2,,74,320,285,26,68,10,1,9,4,1,26,86,0.239,0.313,0.375,0.689,0.307,107,6,6,1,2,3,1
2017,neshepa01,TOT,62.1,,71,235,226,13,48,12,0,3,3,1,6,69,0.212,0.231,0.305,0.536,0.288,69,4,0,1,2,0,1
2017,neshepa01,PHI,40.1,,43,148,141,5,28,5,0,2,2,1,5,45,0.199,0.224,0.277,0.501,0.274,39,3,0,1,1,0,0
2017,neshepa01,COL,22,,28,87,85,8,20,7,0,1,1,0,1,24,0.235,0.241,0.353,0.594,0.311,30,1,0,0,1,0,1
2017,neverdo01,PIT,25.1,,24,105,95,11,24,3,1,4,1,1,8,17,0.253,0.317,0.432,0.749,0.27,41,4,1,1,0,0,1
2017,newcose01,ATL,100,,19,456,385,51,100,21,5,10,2,1,57,108,0.26,0.361,0.418,0.78,0.333,161,8,6,5,3,6,3
2017,nicasju01,TOT,72.1,,76,291,267,22,58,14,1,5,3,2,20,72,0.217,0.277,0.333,0.61,0.279,89,5,2,1,0,2,1
2017,nicasju01,PIT,60,,65,243,221,20,49,12,0,4,1,2,18,60,0.222,0.286,0.33,0.617,0.287,73,5,2,1,0,2,1
2017,nicasju01,PHI,1.1,,2,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2017,nicasju01,STL,11,,9,44,42,2,9,2,1,1,2,0,2,11,0.214,0.25,0.381,0.631,0.267,16,0,0,0,0,0,0
2017,nichobr01,TEX,1,,1,8,7,4,5,3,0,0,0,0,0,0,0.714,0.625,1.143,1.768,0.625,8,0,0,0,1,0,0
2017,nicolju01,MIA,48,,20,229,204,33,66,12,2,8,2,0,20,26,0.324,0.385,0.52,0.905,0.339,106,6,1,3,1,5,4
2017,nolaaa01,PHI,168,,27,693,640,67,154,29,4,18,21,2,49,184,0.241,0.297,0.383,0.679,0.311,245,14,2,2,0,2,4
2017,nolasri01,LAA,181,,33,787,716,102,205,52,1,35,4,7,58,143,0.286,0.341,0.508,0.849,0.314,364,12,3,6,3,3,7
2017,norribu01,LAA,62,,60,267,237,29,56,6,1,8,6,2,27,74,0.236,0.322,0.371,0.693,0.31,88,5,3,0,0,3,2
2017,norrida01,DET,101.2,,22,460,407,64,120,27,5,12,15,7,44,86,0.295,0.365,0.474,0.84,0.346,193,8,3,2,3,3,3
2017,novaiv01,PIT,187,,31,785,732,96,203,40,5,29,10,3,36,131,0.277,0.316,0.464,0.781,0.303,340,23,7,7,3,2,11
2017,nunovi01,BAL,14.2,,12,77,67,17,23,8,0,7,1,0,10,13,0.343,0.429,0.776,1.205,0.34,52,0,0,0,0,2,0
2017,odayda01,BAL,60.1,,64,240,212,24,41,2,1,8,3,3,24,76,0.193,0.283,0.325,0.609,0.256,69,5,3,0,1,2,2
2017,oflaher01,ATL,18.1,,22,83,72,16,20,8,0,4,1,0,9,15,0.278,0.354,0.556,0.909,0.296,40,1,0,1,1,0,0
2017,ogradch01,MIA,33,,13,145,123,16,33,7,2,4,1,1,18,30,0.268,0.364,0.455,0.819,0.322,56,3,1,2,1,1,0
2017,obergsc01,COL,58.1,,66,265,236,35,70,17,2,4,1,0,24,55,0.297,0.364,0.436,0.8,0.369,103,7,2,1,2,2,3
2017,odorija01,TBR,143.1,,28,604,531,80,117,21,2,30,7,4,61,127,0.22,0.3,0.437,0.736,0.228,232,6,2,2,7,1,7
2017,ohse01,STL,59.1,,62,264,239,31,68,11,1,10,0,0,15,54,0.285,0.33,0.464,0.794,0.324,111,1,3,3,4,9,2
2017,okertst01,SFG,27,,44,118,99,18,24,7,1,3,0,1,11,22,0.242,0.33,0.424,0.755,0.276,42,1,3,3,2,2,1
2017,olsonty01,CLE,20,,30,77,69,0,13,2,0,0,0,0,6,18,0.188,0.263,0.217,0.481,0.255,15,4,1,1,0,0,1
2017,osichjo01,SFG,43.1,,54,201,172,32,48,8,1,7,1,0,27,43,0.279,0.38,0.459,0.839,0.336,79,4,1,1,0,1,1
2017,osunaro01,TOR,64,,66,249,234,26,46,7,1,3,6,0,9,83,0.197,0.234,0.274,0.507,0.287,64,4,3,1,2,0,3
2017,oteroda01,CLE,60,,52,242,231,23,63,8,1,6,2,1,9,38,0.273,0.299,0.394,0.693,0.303,91,12,0,1,1,4,4
2017,ottavad01,COL,53.1,,63,243,197,30,48,7,1,8,10,2,39,63,0.244,0.374,0.411,0.786,0.31,81,5,4,0,3,2,0
2017,overtdi01,TOT,23,,10,103,96,19,30,7,0,6,1,1,4,11,0.313,0.34,0.573,0.913,0.296,55,2,1,0,2,2,3
2017,overtdi01,SEA,18.1,,9,79,75,15,21,5,0,4,1,1,2,8,0.28,0.291,0.507,0.798,0.262,38,1,0,0,2,1,3
2017,overtdi01,SDP,4.2,,1,24,21,4,9,2,0,2,0,0,2,3,0.429,0.5,0.81,1.31,0.438,17,1,1,0,0,1,0
2017,paganem01,SEA,50.1,,34,196,184,20,39,5,1,7,2,0,8,56,0.212,0.246,0.364,0.61,0.26,67,2,1,1,2,0,3
2017,pareded01,LAA,22.1,,18,92,81,11,21,5,0,2,0,1,6,17,0.259,0.33,0.395,0.725,0.302,32,2,3,1,1,1,0
2017,pareded02,LAD,8.1,,10,31,31,3,8,0,0,1,1,0,0,11,0.258,0.258,0.355,0.613,0.368,11,2,0,0,0,0,0
2017,parkebl01,LAA,67.1,,71,254,232,20,40,9,0,7,6,2,16,86,0.172,0.225,0.302,0.527,0.231,70,3,1,1,4,0,2
2017,paulida01,HOU,29,,6,128,120,21,36,9,0,8,2,0,7,34,0.3,0.339,0.575,0.914,0.359,69,4,0,0,0,0,0
2017,paxtoja01,SEA,136,,24,552,506,47,113,24,0,9,4,3,37,156,0.223,0.278,0.324,0.602,0.301,164,7,3,1,5,1,1
2017,pazosja01,SEA,53.2,,59,240,206,30,51,8,0,7,8,1,24,65,0.248,0.335,0.388,0.723,0.319,80,3,5,1,4,0,7
2017,peacobr01,HOU,132,,34,546,485,46,100,22,2,10,10,2,57,161,0.206,0.294,0.322,0.615,0.287,156,4,3,1,0,0,1
2017,pelfrmi01,CHW,120,,34,546,471,87,127,22,3,25,26,3,62,79,0.27,0.364,0.488,0.853,0.276,230,16,10,0,3,4,7
2017,penafe01,CHC,34.1,,25,155,135,21,35,10,0,8,4,0,18,37,0.259,0.355,0.511,0.866,0.3,69,2,2,0,0,1,1
2017,peralwa01,CIN,64.2,,69,263,233,28,53,12,0,8,1,1,24,57,0.227,0.299,0.382,0.681,0.263,89,6,1,2,3,1,2
2017,peralwi01,MIL,57.1,,19,269,232,51,73,25,0,10,2,5,32,52,0.315,0.396,0.552,0.947,0.364,128,4,1,1,3,2,3
2017,perdolu02,SDP,163.2,,29,716,638,97,182,39,0,17,8,4,65,118,0.285,0.358,0.426,0.784,0.327,272,32,8,3,2,3,11
2017,perezhe01,MIL,1,,1,5,4,0,1,0,0,0,0,0,1,0,0.25,0.4,0.25,0.65,0.25,1,0,0,0,0,0,0
2017,perezma02,TEX,185,,32,811,735,108,221,39,2,23,1,5,63,115,0.301,0.359,0.453,0.812,0.33,333,32,6,4,3,3,8
2017,perezol01,WSN,33,,50,143,126,17,32,5,3,4,3,1,12,39,0.254,0.336,0.437,0.772,0.333,55,2,4,0,1,2,0
2017,perkigl01,MIN,5.2,,8,34,25,6,8,1,2,0,0,0,5,2,0.32,0.471,0.52,0.991,0.333,13,0,3,0,1,0,1
2017,peterdi01,MIA,31.1,,6,139,118,18,32,5,0,3,0,1,19,27,0.271,0.381,0.39,0.771,0.33,46,5,2,0,0,1,1
2017,petityu01,LAA,91.1,,60,354,333,32,69,11,0,9,5,2,18,101,0.207,0.249,0.321,0.571,0.268,107,3,1,1,1,4,1
2017,petrija01,CHW,25.2,,27,122,114,21,39,8,0,6,3,0,6,26,0.342,0.377,0.57,0.947,0.398,65,3,1,0,1,0,4
2017,phelpda01,TOT,55.2,,54,238,207,23,51,7,1,5,2,1,26,62,0.246,0.331,0.362,0.693,0.324,75,5,1,2,2,3,1
2017,phelpda01,MIA,47,,44,197,173,20,42,6,1,5,2,1,21,51,0.243,0.323,0.376,0.699,0.314,65,5,0,2,1,3,1
2017,phelpda01,SEA,8.2,,10,41,34,3,9,1,0,0,0,0,5,11,0.265,0.366,0.294,0.66,0.375,10,0,1,0,1,0,0
2017,pillty01,NYM,22,,7,99,82,16,22,5,1,3,1,0,10,16,0.268,0.354,0.463,0.818,0.292,38,2,2,3,2,2,1
2017,pinedmi01,NYY,96.1,,17,410,383,55,103,14,0,20,6,3,21,92,0.269,0.307,0.462,0.769,0.302,177,6,2,0,4,0,6
2017,pintori01,PHI,29.2,,25,147,123,28,39,6,1,7,1,1,17,25,0.317,0.399,0.553,0.951,0.344,68,2,1,3,2,1,2
2017,pivetni01,PHI,133,,26,584,512,91,144,27,3,25,8,5,57,140,0.281,0.353,0.492,0.846,0.336,252,11,4,4,7,0,1
2017,plaweke01,NYM,3,,2,14,14,4,5,1,0,3,0,0,0,0,0.357,0.357,1.071,1.429,0.182,15,1,0,0,0,0,1
2017,pomerdr01,BOS,173.2,,32,740,659,69,166,27,3,19,6,4,69,174,0.252,0.324,0.388,0.712,0.311,256,23,4,2,6,0,12
