yearID,Name,teamID,IP,PAu,G,PA,AB,R,H,2B,3B,HR,SB,CS,BB,SO,BA,OBP,SLG,OPS,BAbip,TB,GDP,HBP,SH,SF,IBB,ROE
2018,baezpe01,LAD,56.1,,55,237,209,19,46,10,3,4,6,0,23,62,0.22,0.298,0.354,0.652,0.29,74,3,1,2,2,2,2
2018,baezsa01,DET,14.1,,9,66,54,12,12,3,0,2,1,0,9,10,0.222,0.348,0.389,0.737,0.233,21,1,2,0,1,1,1
2018,baileho02,CIN,106.1,,20,494,451,82,141,28,3,23,7,2,33,75,0.313,0.36,0.541,0.901,0.331,244,4,2,5,3,9,8
2018,bandaan01,TBR,14.2,,3,56,51,6,12,3,1,1,0,0,3,10,0.235,0.273,0.392,0.665,0.268,20,2,0,1,1,0,0
2018,barbajo01,DET,6.2,,7,36,29,9,11,1,0,3,0,0,5,2,0.379,0.486,0.724,1.21,0.333,21,0,1,1,0,1,0
2018,bardlu01,LAA,11.2,,8,53,45,7,10,0,0,4,0,0,5,13,0.222,0.34,0.489,0.829,0.214,22,0,3,0,0,1,0
2018,barlosc01,KCR,15,,6,65,62,7,16,2,0,2,0,0,3,15,0.258,0.292,0.387,0.679,0.311,24,0,0,0,0,0,1
2018,barneda02,TOR,41,,47,191,165,28,47,16,1,6,14,1,22,38,0.285,0.368,0.503,0.871,0.333,83,3,1,0,2,1,2
2018,barneja01,MIL,48.2,,49,217,192,24,51,6,2,4,7,1,23,47,0.266,0.343,0.38,0.723,0.331,73,5,0,1,1,2,6
2018,barnema01,BOS,61.2,,62,265,230,25,47,10,1,5,6,1,31,96,0.204,0.302,0.322,0.624,0.321,74,2,2,0,2,1,3
2018,barneto01,TEX,26.1,,22,104,97,11,19,8,0,2,1,0,5,26,0.196,0.25,0.34,0.59,0.246,33,2,2,0,0,0,2
2018,barraky01,MIA,55.2,,61,245,203,27,40,7,0,8,6,1,34,60,0.197,0.325,0.35,0.675,0.235,71,4,5,2,1,3,3
2018,barreja01,ARI,7,,7,30,28,4,8,1,1,1,0,0,2,6,0.286,0.333,0.5,0.833,0.333,14,1,0,0,0,0,0
2018,barrija01,LAA,129.1,,26,537,483,50,117,24,1,17,2,5,47,98,0.242,0.317,0.402,0.719,0.272,194,13,6,0,0,0,1
2018,bashlty01,NYM,32,,24,135,119,16,26,6,0,6,6,1,12,25,0.218,0.306,0.42,0.726,0.227,50,1,3,1,0,0,1
2018,bassan01,CHC,15.1,,16,62,59,6,18,2,0,1,2,0,3,14,0.305,0.339,0.39,0.729,0.386,23,2,0,0,0,0,0
2018,bassich01,OAK,47.2,,11,204,181,21,40,5,0,4,3,2,19,41,0.221,0.309,0.315,0.624,0.265,57,1,4,0,0,0,4
2018,bauertr01,CLE,175.1,,28,717,645,51,134,30,2,9,11,7,57,221,0.208,0.28,0.302,0.582,0.299,195,7,9,3,3,2,7
2018,baumabu01,TOT,3.1,,4,27,19,13,9,3,0,1,1,0,7,4,0.474,0.615,0.789,1.405,0.571,15,0,0,1,0,2,1
2018,baumabu01,SDP,0.1,,1,6,3,5,2,0,0,0,1,0,2,0,0.667,0.8,0.667,1.467,0.667,2,0,0,1,0,0,1
2018,baumabu01,NYM,3,,3,21,16,8,7,3,0,1,0,0,5,4,0.438,0.571,0.813,1.384,0.545,13,0,0,0,0,2,0
2018,bautige01,NYM,4.1,,5,25,18,6,8,4,0,2,0,0,5,3,0.444,0.52,1,1.52,0.4,18,0,0,0,2,0,0
2018,beckch02,TOT,34,,20,148,126,17,34,8,0,8,2,4,20,21,0.27,0.372,0.524,0.895,0.265,66,2,1,0,1,0,1
2018,beckch02,CHW,23.2,,14,102,89,11,24,7,0,5,0,2,11,16,0.27,0.353,0.517,0.87,0.275,46,1,1,0,1,0,1
2018,beckch02,NYM,10.1,,6,46,37,6,10,1,0,3,2,2,9,5,0.27,0.413,0.541,0.954,0.241,20,1,0,0,0,0,0
2018,bedroca01,LAA,64,,71,271,240,30,63,12,0,7,1,2,26,57,0.263,0.338,0.4,0.738,0.316,96,12,2,1,1,0,0
2018,beedety01,SFG,7.2,,2,40,31,7,9,4,0,0,2,0,8,9,0.29,0.45,0.419,0.869,0.409,13,1,1,0,0,0,0
2018,beeksja02,TOT,50.2,,14,223,194,31,52,13,1,6,0,0,24,42,0.268,0.356,0.438,0.794,0.313,85,8,3,1,1,0,2
2018,beeksja02,BOS,6.1,,2,34,29,9,11,4,1,1,0,0,4,5,0.379,0.471,0.69,1.16,0.435,20,1,1,0,0,0,0
2018,beeksja02,TBR,44.1,,12,189,165,22,41,9,0,5,0,0,20,37,0.248,0.335,0.394,0.729,0.29,65,7,2,1,1,0,2
2018,belisma01,TOT,34.1,,33,162,146,32,49,13,0,6,3,0,11,25,0.336,0.391,0.548,0.939,0.371,80,3,3,1,1,1,1
2018,belisma01,CLE,10.2,,8,44,41,6,9,3,0,1,1,0,1,4,0.22,0.273,0.366,0.639,0.222,15,0,2,0,0,0,0
2018,belisma01,MIN,23.2,,25,118,105,26,40,10,0,5,2,0,10,21,0.381,0.436,0.619,1.055,0.438,65,3,1,1,1,1,1
2018,belivje01,CLE,4.2,,9,26,20,6,7,1,0,2,0,0,5,2,0.35,0.5,0.7,1.2,0.313,14,1,1,0,0,0,0
2018,bellch02,DET,7.1,,3,36,33,7,14,4,0,1,0,0,2,7,0.424,0.444,0.636,1.081,0.5,21,2,0,0,1,1,0
2018,bergmch01,SEA,14,,3,57,52,9,12,3,0,4,0,0,3,7,0.231,0.268,0.519,0.787,0.19,27,1,0,1,1,0,1
2018,berrijo01,MIN,192.1,,32,797,717,83,159,31,1,25,8,3,61,202,0.222,0.293,0.372,0.665,0.271,267,11,13,2,4,1,6
2018,betande01,NYY,66.2,,66,272,237,22,44,6,0,7,13,2,26,115,0.186,0.279,0.3,0.578,0.319,71,3,5,3,1,2,0
2018,bettich01,COL,120.1,,27,518,456,72,121,28,2,18,0,2,47,80,0.265,0.337,0.454,0.791,0.284,207,12,5,5,5,3,2
2018,biagijo01,TOR,72,,50,328,297,50,96,17,1,14,10,4,24,53,0.323,0.384,0.529,0.913,0.355,157,11,6,0,1,0,3
2018,bibenau01,TEX,45,,13,203,182,33,56,12,1,9,1,1,14,33,0.308,0.373,0.533,0.906,0.336,97,4,5,2,0,0,0
2018,biddlje01,ATL,63.2,,60,266,229,26,50,9,0,6,2,2,31,67,0.218,0.318,0.336,0.654,0.28,77,8,3,2,1,5,5
2018,biebesh01,CLE,114.2,,20,485,456,60,130,40,2,13,4,2,23,118,0.285,0.32,0.467,0.787,0.356,213,9,2,0,4,0,3
2018,blachty01,SFG,118.2,,47,512,461,62,133,23,2,8,3,3,41,75,0.289,0.347,0.399,0.746,0.33,184,18,1,8,1,4,7
2018,blackra01,SFG,23.1,,26,95,82,16,17,4,1,4,4,2,10,33,0.207,0.301,0.427,0.728,0.289,35,2,1,2,0,0,0
2018,blackpa01,OAK,27.2,,6,119,109,23,33,8,1,2,3,2,6,19,0.303,0.345,0.45,0.794,0.344,49,2,2,0,2,0,0
2018,blandal01,CIN,1,,1,4,4,0,1,0,0,0,0,0,0,2,0.25,0.25,0.25,0.5,0.5,1,0,0,0,0,0,0
2018,bleicje01,OAK,0.1,,2,4,3,2,2,2,0,0,0,0,0,1,0.667,0.75,1.333,2.083,1,4,0,1,0,0,0,0
2018,bleieri01,BAL,32.2,,31,133,126,7,36,6,2,0,1,0,4,15,0.286,0.308,0.365,0.673,0.319,46,5,1,0,2,1,1
2018,blevije01,NYM,42.2,,64,188,160,24,36,9,0,6,4,3,22,41,0.225,0.335,0.394,0.729,0.263,63,1,5,0,1,1,1
2018,borucry01,TOR,97.2,,17,415,375,48,96,18,5,7,16,3,33,67,0.256,0.318,0.387,0.705,0.294,145,12,2,3,2,3,7
2018,bowmama01,STL,23,,22,109,94,16,29,5,1,4,0,0,11,26,0.309,0.383,0.511,0.894,0.385,48,2,1,2,1,3,1
2018,boxbebr01,ARI,53.1,,60,235,199,30,44,7,1,9,5,0,32,71,0.221,0.33,0.402,0.732,0.292,80,4,1,2,1,4,2
2018,boydma01,DET,170.1,,31,709,639,87,146,33,1,27,18,2,51,159,0.228,0.294,0.41,0.704,0.259,262,8,11,2,6,0,4
2018,boyerbl01,KCR,21.2,,21,109,93,33,32,7,2,7,1,2,13,9,0.344,0.413,0.688,1.101,0.313,64,1,0,0,3,3,2
2018,brachbr01,TOT,62.2,,69,289,258,32,72,15,1,5,8,1,28,60,0.279,0.351,0.403,0.754,0.345,104,4,1,1,1,2,7
2018,brachbr01,BAL,39,,42,185,165,24,50,13,0,4,3,0,19,38,0.303,0.375,0.455,0.83,0.374,75,4,0,1,0,1,3
2018,brachbr01,ATL,23.2,,27,104,93,8,22,2,1,1,5,1,9,22,0.237,0.308,0.312,0.62,0.296,29,0,1,0,1,1,4
2018,brachsi01,ARI,31,,31,129,112,12,25,7,1,2,3,1,12,34,0.223,0.313,0.357,0.67,0.299,40,2,3,1,1,2,0
2018,bradfch02,SEA,53.2,,46,231,210,23,55,8,1,9,6,1,14,38,0.262,0.32,0.438,0.758,0.279,92,3,5,0,2,1,2
2018,bradlar01,ARI,71.2,,76,296,271,30,62,12,1,9,4,0,20,75,0.229,0.292,0.38,0.672,0.283,103,6,4,1,0,1,1
2018,brasiry01,BOS,33.2,,34,124,111,6,19,3,1,2,0,1,7,29,0.171,0.211,0.27,0.482,0.2,30,3,0,1,5,0,2
2018,braulst01,PIT,91.2,,45,413,344,51,84,18,0,10,4,5,57,82,0.244,0.363,0.384,0.747,0.292,132,9,8,3,1,4,4
2018,brebbjo01,STL,50.2,,45,209,190,18,43,9,1,5,3,2,16,60,0.226,0.284,0.363,0.647,0.299,69,3,0,1,2,2,3
2018,breweco01,SDP,9.2,,11,49,42,10,15,3,0,0,1,0,7,10,0.357,0.449,0.429,0.878,0.469,18,2,0,0,0,0,1
2018,briceau01,CIN,37.1,,33,162,144,26,39,9,1,9,3,1,13,32,0.271,0.342,0.535,0.876,0.288,77,3,3,1,1,6,2
2018,bridwpa01,LAA,6.2,,5,36,32,13,14,1,0,5,0,0,2,3,0.438,0.457,0.938,1.395,0.36,30,1,0,1,1,0,0
2018,brighje01,MIA,16.1,,4,77,59,11,16,5,0,2,2,0,13,12,0.271,0.403,0.458,0.86,0.292,27,2,2,0,3,0,0
2018,brittza01,TOT,40.2,,41,169,144,16,29,4,0,3,3,0,21,34,0.201,0.314,0.292,0.605,0.241,42,5,3,0,1,0,3
2018,brittza01,BAL,15.2,,16,63,52,6,11,3,0,1,0,0,10,13,0.212,0.349,0.327,0.676,0.263,17,2,1,0,0,0,0
2018,brittza01,NYY,25,,25,106,92,10,18,1,0,2,3,0,11,21,0.196,0.292,0.272,0.564,0.229,25,3,2,0,1,0,3
2018,brookaa01,OAK,2.2,,3,10,8,0,1,0,0,0,0,0,2,1,0.125,0.3,0.125,0.425,0.143,1,1,0,0,0,0,0
2018,brothre01,ATL,0,,1,2,0,1,0,0,0,0,0,0,2,0,,1,,,,0,0,0,0,0,0,0
2018,buchhcl01,ARI,98.1,,16,393,363,25,80,19,1,9,0,0,22,81,0.22,0.268,0.353,0.62,0.256,128,9,3,0,4,1,3
2018,buchtry01,OAK,39.1,,54,163,146,17,32,8,0,4,0,2,15,41,0.219,0.29,0.356,0.646,0.275,52,0,0,1,1,1,1
2018,buehlwa01,LAD,137.1,,24,541,493,43,95,17,0,12,3,3,37,151,0.193,0.256,0.3,0.556,0.249,148,5,6,2,3,1,5
2018,bumgama01,SFG,129.2,,21,551,495,51,118,27,3,14,13,0,43,109,0.238,0.304,0.39,0.694,0.277,193,9,5,5,3,3,7
2018,bummeaa01,CHW,31.2,,37,144,133,19,40,5,1,1,4,1,10,35,0.301,0.354,0.376,0.73,0.402,50,5,1,0,0,0,3
2018,bundydy01,BAL,171.2,,31,750,685,116,188,39,4,41,17,5,54,184,0.274,0.332,0.523,0.855,0.318,358,13,6,3,2,1,7
2018,burdini01,PIT,1.1,,2,10,8,4,3,0,0,1,0,0,2,2,0.375,0.5,0.75,1.25,0.4,6,0,0,0,0,0,1
2018,burneco01,MIL,38,,30,152,136,11,27,5,0,4,4,1,11,35,0.199,0.272,0.324,0.595,0.235,44,3,3,1,1,2,4
2018,burrry01,CHW,9.2,,8,44,36,8,12,3,0,3,2,1,6,6,0.333,0.442,0.667,1.109,0.333,24,2,1,1,0,1,0
2018,busenal01,MIN,25.1,,23,126,109,25,37,7,0,8,3,0,14,26,0.339,0.421,0.624,1.044,0.382,68,2,2,0,1,0,1
2018,bushma01,TEX,23,,21,108,90,13,23,8,1,3,1,0,14,19,0.256,0.361,0.467,0.828,0.286,42,0,2,0,2,0,2
2018,buterdr01,KCR,0.1,,1,6,3,2,2,0,0,0,0,0,3,0,0.667,0.833,0.667,1.5,0.667,2,0,0,0,0,0,0
2018,butleed01,TOT,49.2,,30,228,202,34,59,7,1,11,0,2,19,29,0.292,0.352,0.5,0.852,0.289,101,3,2,1,4,1,6
2018,butleed01,CHC,17.2,,8,75,66,10,16,1,0,1,0,1,7,11,0.242,0.311,0.303,0.614,0.273,20,1,0,1,1,0,3
2018,butleed01,TEX,32,,22,153,136,24,43,6,1,10,0,1,12,18,0.316,0.373,0.596,0.968,0.297,81,2,2,0,3,1,3
2018,buttrty01,LAA,16.1,,16,70,63,7,15,4,0,0,3,0,5,20,0.238,0.29,0.302,0.591,0.341,19,0,0,1,1,0,1
2018,cahiltr01,OAK,110,,21,450,397,52,90,20,2,8,15,7,41,100,0.227,0.305,0.348,0.653,0.281,138,9,5,3,3,0,3
2018,caratvi01,CHC,2,,2,8,8,2,3,0,0,1,0,0,0,0,0.375,0.375,0.75,1.125,0.286,6,1,0,0,0,0,0
2018,carlesh01,ATL,63,,53,259,226,22,50,15,0,2,5,0,27,43,0.221,0.302,0.314,0.616,0.259,71,9,1,1,4,7,3
2018,carpery01,DET,22.1,,6,107,98,19,34,5,0,8,1,1,4,15,0.347,0.383,0.643,1.026,0.338,63,1,3,0,2,0,2
2018,carraca01,CLE,192,,32,784,726,78,173,31,6,21,15,4,43,231,0.238,0.285,0.384,0.669,0.317,279,11,6,4,5,4,8
2018,carroco01,BAL,17,,15,84,71,17,21,2,0,6,2,0,13,16,0.296,0.405,0.577,0.982,0.306,41,2,0,0,0,0,1
2018,cashnan01,BAL,153,,28,681,609,97,177,44,3,25,6,7,65,99,0.291,0.36,0.496,0.856,0.311,302,13,3,1,3,3,6
2018,garcija01,OAK,31.1,,26,132,106,11,18,6,0,0,8,1,20,22,0.17,0.318,0.226,0.545,0.209,24,3,4,0,2,0,0
2018,castidi01,TBR,56.2,,43,222,202,21,36,7,0,6,1,2,18,65,0.178,0.252,0.302,0.554,0.229,61,1,2,0,0,0,0
2018,castijo03,SDP,38.1,,37,150,135,14,23,4,0,3,3,1,12,52,0.17,0.253,0.267,0.52,0.25,36,0,3,0,0,1,1
2018,castilu02,CIN,169.2,,31,708,645,89,158,36,0,28,4,1,49,165,0.245,0.301,0.431,0.732,0.284,278,13,5,3,6,1,7
2018,castrmi01,BAL,86.1,,63,376,318,41,75,13,1,9,8,3,50,57,0.236,0.346,0.368,0.714,0.259,117,13,5,0,3,7,6
2018,cecilbr01,STL,32.2,,40,157,129,27,39,6,2,5,7,1,25,19,0.302,0.408,0.496,0.904,0.315,64,3,0,0,3,5,2
2018,cedenxa01,TOT,33.1,,48,140,124,10,26,5,1,1,0,0,16,34,0.21,0.3,0.29,0.59,0.281,36,3,0,0,0,1,2
2018,cedenxa01,CHW,25.1,,33,106,93,9,19,5,1,1,0,0,13,28,0.204,0.302,0.312,0.614,0.281,29,3,0,0,0,1,2
2018,cedenxa01,MIL,8,,15,34,31,1,7,0,0,0,0,0,3,6,0.226,0.294,0.226,0.52,0.28,7,0,0,0,0,0,0
2018,cessalu01,NYY,44.2,,16,195,181,27,51,12,0,5,0,0,13,39,0.282,0.33,0.431,0.761,0.336,78,3,0,1,0,0,0
2018,chacijh01,MIL,192.2,,35,796,697,83,153,32,5,18,8,5,71,156,0.22,0.298,0.357,0.655,0.254,249,12,11,8,9,3,9
2018,chafian01,ARI,49.1,,77,211,181,18,41,11,1,0,5,3,25,53,0.227,0.322,0.298,0.621,0.313,54,3,2,0,3,1,2
2018,chapmar01,NYY,51.1,,55,212,177,15,24,8,0,2,3,0,30,93,0.136,0.278,0.215,0.493,0.268,38,0,5,0,0,0,1
2018,chargjt01,LAD,32.1,,39,135,117,13,26,6,0,4,5,2,15,40,0.222,0.321,0.376,0.697,0.301,44,2,2,1,0,3,1
2018,chatwty01,CHC,103.2,,24,486,375,62,92,16,2,9,9,2,95,85,0.245,0.403,0.371,0.774,0.291,139,15,7,5,4,1,1
2018,chaveje01,TOT,95.1,,62,377,358,28,84,10,1,13,2,1,17,92,0.235,0.268,0.377,0.645,0.278,135,9,0,0,2,1,2
2018,chaveje01,TEX,56.1,,30,234,221,23,58,9,1,10,1,1,12,50,0.262,0.299,0.448,0.747,0.296,99,5,0,0,1,1,2
2018,chaveje01,CHC,39,,32,143,137,5,26,1,0,3,1,0,5,42,0.19,0.217,0.263,0.48,0.247,36,4,0,0,1,0,0
2018,chenwe02,MIA,133.1,,26,572,511,75,131,31,1,19,4,1,47,111,0.256,0.316,0.432,0.749,0.289,221,6,1,5,7,6,3
2018,chiriyo01,TBR,89.2,,18,370,331,40,84,16,2,7,1,0,25,75,0.254,0.31,0.378,0.687,0.301,125,12,5,2,7,2,3
2018,cimbead01,TOT,68.1,,70,284,257,28,68,19,3,5,5,1,17,58,0.265,0.323,0.42,0.743,0.321,108,12,6,2,2,9,3
2018,cimbead01,SDP,48.1,,42,192,177,19,42,10,3,2,4,1,10,51,0.237,0.283,0.362,0.644,0.317,64,6,2,1,2,3,2
2018,cimbead01,CLE,20,,28,92,80,9,26,9,0,3,1,0,7,7,0.325,0.407,0.55,0.957,0.329,44,6,4,1,0,6,1
2018,cingrto01,LAD,22.2,,30,95,86,12,19,5,0,2,0,0,6,36,0.221,0.295,0.349,0.644,0.354,30,0,3,0,0,1,1
2018,cishest01,CHC,70.1,,80,288,248,19,45,8,4,5,0,1,28,78,0.181,0.287,0.306,0.593,0.241,76,4,9,2,1,4,1
2018,claudal01,TEX,68.1,,66,299,277,35,91,20,3,4,5,3,13,41,0.329,0.361,0.466,0.827,0.37,129,11,3,3,3,3,1
2018,clevimi01,CLE,200,,32,810,737,71,164,36,3,21,15,3,67,207,0.223,0.29,0.365,0.655,0.28,269,15,4,0,1,0,5
2018,clippty01,TOR,68.2,,73,285,256,29,57,14,0,13,8,2,23,85,0.223,0.29,0.43,0.719,0.275,110,1,2,2,2,0,2
2018,cloydty01,MIA,17.2,,7,87,76,17,25,8,1,3,0,0,10,13,0.329,0.414,0.579,0.993,0.367,44,1,1,0,0,2,0
2018,cobbal01,BAL,152.1,,28,661,606,93,172,38,5,24,3,6,43,102,0.284,0.332,0.482,0.814,0.305,292,16,4,2,6,5,8
2018,coleaj01,TOT,48.1,,32,221,196,38,55,11,1,15,1,0,22,59,0.281,0.352,0.577,0.928,0.325,113,2,0,2,1,1,1
2018,coleaj01,WSN,10.1,,4,53,45,15,16,3,1,6,0,0,6,10,0.356,0.431,0.867,1.298,0.345,39,0,0,2,0,0,0
2018,coleaj01,NYY,38,,28,168,151,23,39,8,0,9,1,0,16,49,0.258,0.327,0.49,0.817,0.319,74,2,0,0,1,1,1
2018,colege01,HOU,200.1,,32,799,723,68,143,36,2,19,14,5,64,276,0.198,0.269,0.332,0.6,0.288,240,11,7,2,3,0,4
2018,coleta01,LAA,36,,18,135,118,11,20,4,0,3,0,1,12,39,0.169,0.261,0.28,0.541,0.221,33,6,3,1,1,0,1
2018,colemlo01,DET,51.1,,51,217,183,21,43,10,0,5,0,0,24,41,0.235,0.338,0.372,0.71,0.271,68,9,6,1,3,2,2
2018,colliti01,WSN,22.2,,38,99,87,11,23,3,0,5,2,1,12,21,0.264,0.354,0.471,0.825,0.295,41,3,0,0,0,0,0
2018,colomal01,TOT,68,,70,282,257,26,59,8,1,7,1,0,21,72,0.23,0.294,0.35,0.645,0.291,90,6,3,0,1,2,5
2018,colomal01,TBR,21.2,,23,97,88,12,24,6,1,1,1,0,8,23,0.273,0.33,0.398,0.728,0.354,35,2,0,0,1,1,2
2018,colomal01,SEA,46.1,,47,185,169,14,35,2,0,6,0,0,13,49,0.207,0.276,0.325,0.601,0.254,55,4,3,0,0,1,3
2018,colonba01,TEX,146.1,,28,628,591,97,172,35,10,32,1,1,25,81,0.291,0.319,0.547,0.866,0.288,323,6,3,1,8,1,4
2018,conlead01,MIA,50.2,,52,202,179,25,37,11,1,5,0,1,18,50,0.207,0.279,0.363,0.642,0.252,65,7,1,1,3,1,3
2018,conlopj01,NYM,7.2,,3,38,36,7,15,5,0,2,0,0,2,5,0.417,0.447,0.722,1.17,0.448,26,1,0,0,0,0,0
2018,cookry01,SEA,17,,19,76,64,10,15,2,0,4,4,0,7,23,0.234,0.333,0.453,0.786,0.289,29,0,3,1,1,1,1
2018,copelsc01,NYM,1.1,,1,5,5,0,1,0,0,0,0,0,0,2,0.2,0.2,0.2,0.4,0.333,1,0,0,0,0,0,0
2018,corbipa01,ARI,200,,33,800,742,70,162,43,0,15,10,2,48,246,0.218,0.27,0.337,0.607,0.304,250,11,5,3,2,3,1
2018,corcida01,LAD,4,,2,18,14,2,2,0,0,0,0,0,3,1,0.143,0.333,0.143,0.476,0.154,2,0,1,0,0,0,0
2018,cordeji01,WSN,19,,22,94,80,13,23,3,0,2,3,0,12,12,0.288,0.394,0.4,0.794,0.318,32,2,2,0,0,2,2
2018,cortene01,BAL,4.2,,4,26,22,4,10,2,0,2,0,1,4,3,0.455,0.538,0.818,1.357,0.471,18,1,0,0,0,0,0
2018,couloda01,OAK,23.2,,27,98,86,13,24,3,0,5,1,2,11,26,0.279,0.357,0.488,0.846,0.339,42,6,0,0,1,0,0
2018,coveydy01,CHW,121.2,,27,542,480,81,129,17,2,13,11,2,52,91,0.269,0.341,0.394,0.735,0.306,189,9,2,5,3,4,11
2018,crickky01,PIT,60.1,,64,255,223,18,45,7,0,3,9,2,23,65,0.202,0.295,0.274,0.569,0.269,61,1,7,1,1,3,1
2018,crockky01,CIN,9.1,,15,46,44,8,16,4,0,1,2,0,2,11,0.364,0.391,0.523,0.914,0.469,23,1,0,0,0,1,2
2018,cruzrh01,TOR,3.1,,2,15,13,1,3,2,0,0,0,0,2,4,0.231,0.333,0.385,0.718,0.333,5,0,0,0,0,0,0
2018,cuetojo01,SFG,53,,9,214,193,19,46,7,0,8,0,0,13,38,0.238,0.303,0.399,0.702,0.259,77,6,5,3,0,0,1
2018,cuevawi01,BOS,17,,9,84,68,14,20,6,0,3,0,2,11,20,0.294,0.422,0.515,0.936,0.378,35,1,4,1,0,0,1
2018,culbech01,ATL,1,,1,5,5,1,2,1,0,0,0,0,0,0,0.4,0.4,0.6,1,0.4,3,0,0,0,0,0,0
2018,cumptbr01,TOR,1.2,,1,10,8,1,3,2,0,0,0,0,2,2,0.375,0.5,0.625,1.125,0.5,5,0,0,0,0,0,0
2018,curtiza01,TOT,16.1,,15,79,56,10,12,3,0,1,0,0,19,18,0.214,0.405,0.321,0.726,0.275,18,1,1,0,3,2,0
2018,curtiza01,PHI,9.2,,7,44,32,2,6,1,0,0,0,0,10,10,0.188,0.386,0.219,0.605,0.261,7,1,1,0,1,1,0
2018,curtiza01,TEX,6.2,,8,35,24,8,6,2,0,1,0,0,9,8,0.25,0.429,0.458,0.887,0.294,11,0,0,0,2,1,0
2018,curtijo02,MIN,6.1,,8,30,26,4,8,5,0,0,2,0,4,7,0.308,0.4,0.5,0.9,0.421,13,0,0,0,0,1,0
2018,darnach01,SFG,1,,1,4,4,0,1,0,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0.25,1,0,0,0,0,0,0
2018,danisty01,CHW,6.1,,7,31,25,5,8,0,0,2,0,1,4,5,0.32,0.419,0.56,0.979,0.316,14,0,1,0,1,0,0
2018,darviyu01,CHC,40,,8,180,153,24,36,8,0,7,6,1,21,49,0.235,0.341,0.425,0.766,0.296,65,1,4,1,1,0,2
2018,davidma02,CHW,3,,3,11,10,0,1,0,0,0,0,0,1,2,0.1,0.182,0.1,0.282,0.125,1,0,0,0,0,0,0
2018,davieza02,MIL,66,,13,280,249,36,67,12,3,8,0,4,21,49,0.269,0.33,0.438,0.768,0.299,109,8,4,0,5,3,2
2018,davisau01,PHI,34.2,,32,151,132,20,35,13,2,4,5,0,12,38,0.265,0.327,0.485,0.812,0.33,64,3,2,1,4,1,2
2018,davisjd01,HOU,1,,1,4,4,1,1,0,0,1,0,0,0,1,0.25,0.25,1,1.25,0,4,0,0,0,0,0,0
2018,daviswa01,COL,65.1,,69,261,233,31,43,7,3,8,8,0,26,78,0.185,0.272,0.343,0.615,0.238,80,4,2,0,0,0,0
2018,dejonch01,MIN,17.2,,4,74,68,9,18,4,1,3,0,1,6,13,0.265,0.324,0.485,0.81,0.288,33,3,0,0,0,0,1
2018,rosajo01,TOT,56,,59,243,210,25,51,9,1,6,4,0,27,47,0.243,0.329,0.381,0.71,0.283,80,9,1,3,2,4,4
2018,rosajo01,ARI,35,,42,158,133,19,37,7,0,6,3,0,19,27,0.278,0.368,0.466,0.834,0.304,62,8,1,3,2,3,2
2018,rosajo01,CHC,21,,17,85,77,6,14,2,1,0,1,0,8,20,0.182,0.259,0.234,0.493,0.246,18,1,0,0,0,1,2
2018,delosen01,PHI,19,,7,81,70,10,19,5,2,2,0,1,8,15,0.271,0.35,0.486,0.836,0.315,34,2,1,1,1,0,0
2018,deetzde01,HOU,3.1,,4,15,13,2,4,1,0,1,0,0,1,3,0.308,0.4,0.615,1.015,0.333,8,0,1,0,0,0,0
2018,degroja01,NYM,217,,32,835,776,48,152,27,3,10,15,8,46,269,0.196,0.244,0.277,0.521,0.283,215,13,5,3,5,3,7
2018,delgara01,ARI,11.1,,10,51,45,6,11,1,0,3,2,0,6,5,0.244,0.333,0.467,0.8,0.216,21,1,0,0,0,2,1
2018,descada01,ARI,3.1,,2,15,14,3,4,1,0,2,0,0,1,2,0.286,0.333,0.786,1.119,0.2,11,0,0,0,0,0,0
2018,desclan01,CIN,115,,21,484,443,68,118,20,1,24,4,5,30,108,0.266,0.313,0.479,0.792,0.298,212,7,2,5,4,2,4
2018,despaod01,TOT,39,,19,188,162,34,52,12,0,4,1,0,19,35,0.321,0.39,0.469,0.86,0.378,76,4,2,1,4,1,3
2018,despaod01,MIA,20.1,,11,91,79,16,22,6,0,1,0,0,8,18,0.278,0.344,0.392,0.737,0.339,31,2,1,1,2,1,2
2018,despaod01,LAA,18.2,,8,97,83,18,30,6,0,3,1,0,11,17,0.361,0.433,0.542,0.975,0.415,45,2,1,0,2,0,1
2018,detwiro01,SEA,6,,1,23,20,3,8,0,0,1,0,0,2,2,0.4,0.435,0.55,0.985,0.389,11,5,0,0,1,0,0
2018,devench02,HOU,47.1,,50,196,178,23,42,6,0,9,8,0,13,51,0.236,0.297,0.421,0.719,0.277,75,3,3,1,1,1,1
2018,diazed04,SEA,73.1,,73,280,257,17,41,4,1,5,5,2,17,124,0.16,0.229,0.241,0.47,0.281,62,2,6,0,0,0,2
2018,diazmi02,SDP,18.2,,11,85,71,11,16,7,0,2,2,0,12,30,0.225,0.329,0.408,0.738,0.341,29,0,0,0,2,2,0
2018,diekmja01,TOT,53.1,,71,243,204,33,49,11,1,4,2,2,31,66,0.24,0.354,0.363,0.717,0.331,74,7,6,0,2,2,6
2018,diekmja01,TEX,39,,47,172,144,18,31,7,1,2,2,1,23,48,0.215,0.331,0.319,0.651,0.302,46,6,3,0,2,1,5
