Rk,Name,Age,Tm,IP,PAu,G,PA,AB,R,H,2B,3B,HR,SB,CS,BB,SO,BA,OBP,SLG,OPS,BAbip,TB,GDP,HBP,SH,SF,IBB,ROE
367,hendrli01,28,OAK,64,,70,273,249,34,57,12,1,7,12,1,23,78,0.229,0.293,0.369,0.663,0.303,92,2,0,0,1,0,4
368,hernaar01,25,CIN,24.1,,19,108,85,14,14,3,0,6,6,0,22,29,0.165,0.333,0.412,0.745,0.157,35,0,0,0,1,1,0
369,hernada01,32,TOT,55,,64,214,201,20,48,8,0,4,4,3,9,52,0.239,0.272,0.338,0.611,0.299,68,6,1,1,2,0,0
370,hernada01,32,LAA,36.1,,38,140,130,10,29,5,0,0,2,2,8,37,0.223,0.273,0.262,0.535,0.312,34,5,1,1,0,0,0
371,hernada01,32,ARI,18.2,,26,74,71,10,19,3,0,4,2,1,1,15,0.268,0.27,0.479,0.749,0.278,34,1,0,0,2,0,0
372,hernafe02,31,SEA,86.2,,16,368,333,46,86,19,0,17,2,1,26,78,0.258,0.322,0.468,0.791,0.289,156,10,6,1,1,0,5
373,herreke01,27,KCR,59.1,,64,259,235,33,60,12,6,9,5,0,20,56,0.255,0.314,0.472,0.786,0.297,111,3,1,1,2,2,3
374,herrero01,22,NYY,3,,2,14,12,2,3,0,0,1,1,0,1,3,0.25,0.357,0.5,0.857,0.25,6,0,1,0,0,0,0
375,hestoch01,29,TOT,6,,3,38,33,12,15,1,1,3,1,0,5,3,0.455,0.526,0.818,1.344,0.444,27,0,0,0,0,0,1
376,hestoch01,29,SEA,5,,2,34,29,12,14,1,1,3,0,0,5,3,0.483,0.559,0.897,1.455,0.478,26,0,0,0,0,0,1
377,hestoch01,29,MIN,1,,1,4,4,0,1,0,0,0,1,0,0,0,0.25,0.25,0.25,0.5,0.25,1,0,0,0,0,0,0
378,hildetr01,26,MIN,42,,37,170,158,15,38,8,1,4,5,0,6,44,0.241,0.284,0.38,0.664,0.306,60,6,4,1,1,2,1
379,hillri01,37,LAD,135.2,,25,552,488,51,99,15,2,18,12,6,49,166,0.203,0.286,0.352,0.639,0.265,172,8,9,4,2,1,6
380,hoffmje02,24,COL,99.1,,23,440,388,66,106,27,6,15,2,0,40,82,0.273,0.343,0.49,0.833,0.307,190,5,4,3,5,1,0
381,holdejo02,24,NYY,39.1,,37,171,159,17,45,8,1,5,1,0,8,40,0.283,0.329,0.44,0.77,0.351,70,3,3,1,0,1,1
382,hollade01,30,CHW,135,,29,626,538,106,156,31,4,31,9,2,75,104,0.29,0.383,0.535,0.918,0.308,288,18,8,1,3,2,13
383,hollagr01,31,COL,57.1,,61,235,207,24,40,7,1,7,4,1,26,70,0.193,0.285,0.338,0.623,0.252,70,5,1,0,1,1,1
384,holmbda01,25,CHW,57.2,,37,272,229,37,63,14,2,12,2,1,34,33,0.275,0.379,0.511,0.89,0.273,117,3,6,0,3,3,3
385,hoovejj01,29,ARI,41.1,,52,197,170,20,47,8,2,7,1,1,26,54,0.276,0.376,0.471,0.846,0.367,80,2,1,0,0,1,2
386,housetj01,27,TOR,2,,2,10,9,1,3,1,0,0,0,0,1,1,0.333,0.4,0.444,0.844,0.375,4,0,0,0,0,0,0
387,howeljp01,34,TOR,11,,16,52,45,9,13,6,0,2,0,0,7,6,0.289,0.385,0.556,0.94,0.297,25,1,0,0,0,0,1
388,hoytja01,30,HOU,49.1,,43,211,195,24,51,10,1,7,4,0,14,66,0.262,0.318,0.431,0.748,0.361,84,5,2,0,0,0,1
389,huch02,23,TBR,10,,6,40,35,4,5,1,0,2,1,0,4,9,0.143,0.225,0.343,0.568,0.12,12,0,0,0,1,0,1
390,hudsoda01,30,PIT,61.2,,71,271,230,34,57,12,2,7,5,3,33,66,0.248,0.352,0.409,0.761,0.314,94,7,5,1,2,1,2
391,hugheja02,31,MIL,59.2,,67,244,212,21,49,19,2,4,12,5,24,48,0.231,0.326,0.396,0.723,0.281,84,11,6,2,0,5,3
392,hugheph01,31,MIN,53.2,,14,244,228,38,72,18,0,12,3,3,13,38,0.316,0.354,0.553,0.907,0.335,126,1,1,1,1,2,2
393,hunteto02,30,TBR,58.2,,61,228,213,18,43,8,1,6,4,1,14,64,0.202,0.254,0.333,0.588,0.259,71,2,1,0,0,0,0
394,hurshja01,25,ATL,10.2,,9,47,41,6,13,2,0,1,0,0,4,7,0.317,0.383,0.439,0.822,0.353,18,3,1,0,1,1,0
395,iglesra01,27,CIN,76,,63,306,276,22,57,8,1,5,3,3,27,92,0.207,0.279,0.297,0.576,0.289,82,4,1,1,1,1,1
396,infangr01,29,CHW,54.2,,52,227,199,20,45,10,1,4,8,0,20,49,0.226,0.3,0.347,0.646,0.272,69,4,3,0,5,4,3
397,iwakuhi01,36,SEA,31,,6,128,114,16,27,7,0,7,1,2,12,16,0.237,0.32,0.482,0.803,0.22,55,5,2,0,0,0,2
398,jacksed01,33,TOT,76,,16,339,303,53,86,18,1,20,8,2,29,60,0.284,0.343,0.548,0.891,0.292,166,3,0,4,3,2,4
399,jacksed01,33,BAL,5,,3,29,24,7,11,4,0,2,0,0,4,2,0.458,0.536,0.875,1.411,0.45,21,1,0,1,0,0,1
400,jacksed01,33,WSN,71,,13,310,279,46,75,14,1,18,8,2,25,58,0.269,0.326,0.52,0.845,0.277,145,2,0,3,3,2,3
401,jackslu01,25,ATL,50.2,,43,224,198,26,55,12,1,4,5,0,19,33,0.278,0.35,0.409,0.759,0.313,81,2,4,1,2,4,3
402,jankojo01,28,HOU,4.1,,3,22,20,6,7,1,1,3,0,0,2,5,0.35,0.409,0.95,1.359,0.333,19,0,0,0,0,0,0
403,janseke01,29,LAD,68.1,,65,258,248,11,44,6,1,5,11,0,7,109,0.177,0.206,0.27,0.476,0.291,67,3,2,0,0,0,2
404,jayjo02,32,CHC,1,,1,4,4,0,1,0,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0.25,1,0,0,0,0,0,0
405,jayemy01,25,DET,12.2,,5,71,56,18,18,4,1,2,0,0,10,4,0.321,0.437,0.536,0.972,0.308,30,0,3,0,2,0,2
406,jeffrje01,29,TOT,65.1,,61,295,257,35,73,15,0,10,2,0,34,51,0.284,0.371,0.459,0.83,0.32,118,11,2,1,1,4,2
407,jeffrje01,29,TEX,40.2,,39,183,161,25,49,10,0,8,1,0,19,29,0.304,0.383,0.516,0.898,0.328,83,8,2,0,1,2,1
408,jeffrje01,29,MIL,24.2,,22,112,96,10,24,5,0,2,1,0,15,22,0.25,0.351,0.365,0.716,0.306,35,3,0,1,0,2,1
409,jennida01,30,TOT,62.2,,77,267,233,27,53,4,0,8,3,1,31,51,0.227,0.32,0.348,0.667,0.257,81,8,1,0,1,7,2
410,jennida01,30,CHW,44.1,,48,185,163,20,35,3,0,6,2,0,19,38,0.215,0.299,0.344,0.642,0.242,56,6,1,0,1,4,1
411,jennida01,30,TBR,18.1,,29,82,70,7,18,1,0,2,1,1,12,13,0.257,0.366,0.357,0.723,0.291,25,2,0,0,0,3,1
412,jimenjo02,22,DET,19,,24,99,87,28,31,7,0,4,1,1,9,17,0.356,0.424,0.575,0.999,0.403,50,0,2,0,1,0,1
413,jimenub01,33,BAL,142.2,,31,648,580,109,169,39,4,33,18,4,58,139,0.291,0.359,0.543,0.902,0.33,315,9,5,1,4,0,2
414,johnsbr02,26,BOS,27,,5,121,113,13,32,8,0,5,1,0,8,21,0.283,0.331,0.487,0.817,0.31,55,0,0,0,0,1,0
415,johnsji04,34,ATL,56.2,,61,256,227,39,59,9,0,8,3,0,25,61,0.26,0.332,0.405,0.737,0.317,92,3,1,0,3,3,3
416,johnspi01,26,CHC,1,,1,7,6,2,2,0,0,0,0,0,1,2,0.333,0.429,0.333,0.762,0.5,2,0,0,0,0,0,1
417,jonesna01,31,CHW,11.2,,11,49,41,3,9,2,0,1,0,0,6,15,0.22,0.333,0.341,0.675,0.32,14,2,1,1,0,1,0
418,jorgefe01,23,MIN,7.2,,2,36,34,9,14,2,1,4,0,0,2,4,0.412,0.444,0.882,1.327,0.385,30,3,0,0,0,0,0
419,jungmta01,27,MIL,0.2,,1,6,4,1,2,1,0,0,0,0,1,1,0.5,0.667,0.75,1.417,0.667,3,0,1,0,0,0,0
420,junisja01,24,KCR,98.1,,20,422,382,52,101,18,2,15,2,4,25,80,0.264,0.322,0.44,0.762,0.297,168,3,9,3,3,1,3
421,kahnlto01,27,TOT,62.2,,69,256,232,20,53,8,1,4,2,0,17,96,0.228,0.282,0.323,0.606,0.36,75,6,2,1,4,1,2
422,kahnlto01,27,CHW,36,,37,141,131,12,28,3,1,3,2,0,7,60,0.214,0.25,0.321,0.571,0.357,42,4,0,1,2,1,2
423,kahnlto01,27,NYY,26.2,,32,115,101,8,25,5,0,1,0,0,10,36,0.248,0.322,0.327,0.648,0.364,33,2,2,0,2,0,0
424,karnsna01,29,KCR,45.1,,9,188,173,21,41,5,2,9,6,1,13,51,0.237,0.298,0.445,0.743,0.283,77,2,2,0,0,1,1
425,kelake01,24,TEX,38.2,,39,151,133,12,18,2,0,4,3,1,17,51,0.135,0.238,0.241,0.479,0.179,32,0,1,0,0,1,0
426,kellesh01,33,WSN,26,,33,121,109,21,29,3,0,12,2,0,11,25,0.266,0.339,0.624,0.963,0.236,68,0,1,0,0,1,2
427,kellyjo05,29,BOS,58,,54,238,208,19,42,7,0,3,1,1,27,52,0.202,0.294,0.279,0.573,0.252,58,6,1,0,2,1,1
428,kendrky01,32,BOS,8.1,,2,45,42,12,18,4,0,1,2,0,3,3,0.429,0.467,0.595,1.062,0.447,25,1,0,0,0,0,0
429,kenneia01,32,KCR,154,,30,655,582,99,143,31,3,34,4,5,61,131,0.246,0.32,0.485,0.804,0.258,282,11,5,1,6,2,7
430,kershcl01,29,LAD,175,,27,679,641,49,136,20,2,23,3,2,30,202,0.212,0.246,0.357,0.604,0.27,229,15,0,4,3,0,8
431,keuchda01,29,HOU,145.2,,23,584,533,50,116,18,0,15,3,2,47,125,0.218,0.284,0.336,0.619,0.257,179,23,2,1,0,0,9
432,kimbrcr01,29,BOS,69,,67,254,235,11,33,6,0,6,4,6,14,126,0.14,0.202,0.243,0.444,0.262,57,1,4,1,0,0,3
433,kintzbr01,32,TOT,71.1,,72,288,266,25,66,8,1,5,4,2,16,39,0.248,0.296,0.342,0.638,0.272,91,9,3,1,2,2,2
434,kintzbr01,32,MIN,45.1,,45,182,167,15,41,5,0,3,4,1,11,27,0.246,0.297,0.329,0.626,0.273,55,6,2,0,2,1,1
435,kintzbr01,32,WSN,26,,27,106,99,10,25,3,1,2,0,1,5,12,0.253,0.295,0.364,0.659,0.271,36,3,1,1,0,1,1
436,kittran01,27,TBR,15.1,,15,66,59,4,13,3,0,2,0,0,6,14,0.22,0.292,0.373,0.665,0.256,22,1,0,1,0,1,2
437,klubeco01,31,CLE,203.2,,29,777,732,56,141,31,0,21,15,5,36,265,0.193,0.235,0.321,0.556,0.268,235,7,5,3,1,2,4
438,knebeco01,25,MIL,76,,76,309,267,15,48,8,0,6,13,2,40,126,0.18,0.291,0.277,0.568,0.311,74,4,2,0,0,5,0
439,kochma01,26,ARI,0,,1,3,2,3,2,1,0,0,0,0,1,0,1,1,1.5,2.5,1,3,0,0,0,0,0,0
440,koehlto01,31,TOT,72.2,,27,334,288,55,83,13,1,16,5,3,35,62,0.288,0.378,0.507,0.885,0.318,146,6,7,3,1,3,1
441,koehlto01,31,MIA,55.2,,12,259,222,50,67,9,0,15,5,3,29,44,0.302,0.395,0.545,0.94,0.319,121,6,5,3,0,3,1
442,koehlto01,31,TOR,17,,15,75,66,5,16,4,1,1,0,0,6,18,0.242,0.32,0.379,0.699,0.313,25,0,2,0,1,0,0
443,kolarad01,28,TBR,8.1,,12,40,31,6,9,2,0,2,0,1,4,4,0.29,0.436,0.548,0.984,0.28,17,1,4,1,0,2,0
444,kontoge01,32,TOT,66.1,,65,278,252,27,61,16,0,9,6,0,20,70,0.242,0.297,0.413,0.709,0.299,104,5,0,5,1,2,3
445,kontoge01,32,SFG,51.2,,50,223,201,24,52,13,0,8,5,0,17,55,0.259,0.315,0.443,0.758,0.317,89,4,0,4,1,2,3
446,kontoge01,32,PIT,14.2,,15,55,51,3,9,3,0,1,1,0,3,15,0.176,0.222,0.294,0.516,0.229,15,1,0,1,0,0,0
447,krolia01,26,ATL,49,,51,214,188,34,50,9,1,8,6,1,21,44,0.266,0.35,0.452,0.803,0.307,85,5,4,0,1,0,3
448,kuhlch01,24,PIT,157.1,,31,680,592,81,159,41,5,17,9,3,72,142,0.269,0.352,0.441,0.793,0.325,261,20,6,6,4,7,5
449,labouja01,23,DET,6,,6,28,20,3,4,1,0,0,0,0,7,4,0.2,0.393,0.25,0.643,0.235,5,1,0,0,1,1,0
450,lackejo01,38,CHC,170.2,,31,731,654,93,165,30,2,36,13,2,53,149,0.252,0.316,0.469,0.785,0.27,307,14,12,3,9,3,6
451,lametdi01,24,SDP,114.1,,21,485,419,63,88,22,2,18,7,3,54,139,0.21,0.306,0.401,0.707,0.262,168,6,6,1,5,2,5
452,latosma01,29,TOR,15,,3,70,61,11,19,6,0,5,1,1,8,10,0.311,0.4,0.656,1.056,0.304,40,1,1,0,0,1,0
453,lawde01,26,SFG,37.1,,41,168,148,21,45,8,1,5,2,1,14,35,0.304,0.367,0.473,0.84,0.364,70,4,2,2,2,2,0
454,lawreca01,29,TOT,55.1,,27,264,235,41,77,9,1,11,9,0,25,52,0.328,0.392,0.515,0.907,0.379,121,4,1,1,2,4,2
455,lawreca01,29,TOR,13.1,,4,72,59,14,21,5,0,2,3,0,11,7,0.356,0.451,0.542,0.993,0.373,32,0,0,1,1,3,1
456,lawreca01,29,SEA,42,,23,192,176,27,56,4,1,9,6,0,14,45,0.318,0.37,0.506,0.875,0.382,89,4,1,0,1,1,1
457,layneto01,32,NYY,13,,19,63,54,12,16,3,1,1,1,0,8,9,0.296,0.397,0.444,0.841,0.341,24,1,1,0,0,0,0
458,leakemi01,29,TOT,186,,31,782,724,93,201,42,2,20,6,3,37,130,0.278,0.318,0.424,0.742,0.312,307,18,9,6,6,3,6
459,leakemi01,29,STL,154,,26,654,600,83,169,31,2,19,5,2,35,103,0.282,0.326,0.435,0.761,0.31,261,15,7,6,6,3,5
460,leakemi01,29,SEA,32,,5,128,124,10,32,11,0,1,1,1,2,27,0.258,0.281,0.371,0.652,0.323,46,3,2,0,0,0,1
461,leathja01,26,TOT,5,,7,25,17,2,4,2,0,0,2,0,6,7,0.235,0.4,0.353,0.753,0.333,6,0,0,0,2,0,0
462,leathja01,26,CHC,0.2,,1,7,2,2,1,1,0,0,0,0,4,1,0.5,0.714,1,1.714,0.5,2,0,0,0,1,0,0
463,leathja01,26,PIT,4.1,,6,18,15,0,3,1,0,0,2,0,2,6,0.2,0.278,0.267,0.544,0.3,4,0,0,0,1,0,0
464,leblawa01,32,PIT,68,,50,283,263,35,64,16,1,10,1,0,17,54,0.243,0.291,0.426,0.717,0.27,112,4,1,1,1,1,4
465,leclejo01,23,TEX,45.2,,47,200,157,21,23,5,0,4,4,1,40,60,0.146,0.33,0.255,0.585,0.204,40,3,3,0,0,1,2
466,leeza01,25,SDP,8,,3,41,32,5,8,2,0,1,0,0,8,6,0.25,0.39,0.406,0.796,0.269,13,0,0,0,1,0,1
467,leitema02,26,PHI,90.2,,27,395,354,59,90,15,2,18,10,2,31,84,0.254,0.325,0.46,0.785,0.283,163,4,7,1,2,2,4
468,leonar02,30,DET,6.2,,6,31,24,9,7,2,0,0,0,1,6,2,0.292,0.419,0.375,0.794,0.304,9,1,0,0,1,1,0
469,leonedo01,25,TOR,70.1,,65,279,253,22,51,16,3,6,5,0,23,81,0.202,0.265,0.36,0.625,0.266,91,4,0,0,3,3,2
470,lestejo01,33,CHC,180.2,,32,763,691,101,179,34,3,26,19,12,60,180,0.259,0.32,0.43,0.75,0.313,297,13,4,4,4,3,8
471,lewicar01,25,DET,10.1,,4,52,48,8,19,1,0,1,1,0,4,6,0.396,0.442,0.479,0.921,0.439,23,2,0,0,0,0,0
472,liberad01,30,LAD,3.1,,4,15,13,1,3,0,0,0,0,0,2,5,0.231,0.333,0.231,0.564,0.375,3,0,0,0,0,0,0
473,lindbjo01,30,PIT,10.1,,4,51,48,9,18,3,0,0,0,1,3,10,0.375,0.412,0.438,0.849,0.474,21,0,0,0,0,0,0
474,liriafr01,33,TOT,97,,38,439,377,66,105,27,3,11,9,3,53,85,0.279,0.371,0.454,0.824,0.331,171,13,4,2,3,2,5
475,liriafr01,33,TOR,82.2,,18,375,325,57,91,22,3,11,7,3,43,74,0.28,0.365,0.468,0.832,0.329,152,9,2,2,3,1,5
476,liriafr01,33,HOU,14.1,,20,64,52,9,14,5,0,0,2,0,10,11,0.269,0.406,0.365,0.772,0.341,19,4,2,0,0,1,0
477,livelbe01,25,PHI,88.2,,15,372,335,45,90,27,3,13,3,2,24,52,0.269,0.33,0.484,0.813,0.282,162,12,8,2,3,1,2
478,lloydky01,26,SDP,4,,1,20,18,4,6,2,0,1,1,0,2,2,0.333,0.4,0.611,1.011,0.333,11,0,0,0,0,0,0
479,lockeje01,29,MIA,32,,7,152,135,30,42,6,3,4,5,0,15,26,0.311,0.375,0.489,0.864,0.355,66,0,0,0,2,3,1
480,loganbo02,32,CLE,21,,38,91,80,13,20,2,0,2,0,0,9,28,0.25,0.333,0.35,0.683,0.36,28,3,1,1,0,0,1
481,lopezjo02,24,MIL,2,,1,10,9,1,4,1,0,0,0,0,1,0,0.444,0.5,0.556,1.056,0.444,5,1,0,0,0,0,0
482,lopezre01,23,CHW,47.2,,8,207,190,29,49,6,3,7,0,1,14,30,0.258,0.309,0.432,0.741,0.271,82,1,1,0,2,0,4
483,lorenmi01,25,CIN,83,,70,361,320,43,78,12,1,9,3,1,34,80,0.244,0.323,0.372,0.695,0.297,119,6,4,2,1,5,3
484,loupaa01,29,TOR,57.2,,70,265,225,27,59,10,0,4,4,1,29,64,0.262,0.362,0.36,0.722,0.35,81,7,6,5,0,5,6
485,lucasjo02,26,STL,7.1,,5,32,27,3,7,0,1,2,1,1,4,7,0.259,0.375,0.556,0.931,0.278,15,2,1,0,0,0,0
486,lugose01,27,NYM,101.1,,19,436,402,57,114,22,2,13,5,2,25,85,0.284,0.325,0.445,0.77,0.327,179,7,2,2,5,1,2
487,lylesjo01,26,TOT,69.2,,38,324,295,61,96,20,2,16,3,0,22,55,0.325,0.379,0.569,0.948,0.356,168,9,4,2,1,1,2
488,lylesjo01,26,COL,46.2,,33,211,193,37,61,11,1,11,2,0,12,33,0.316,0.367,0.554,0.921,0.333,107,8,4,1,1,1,2
489,lylesjo01,26,SDP,23,,5,113,102,24,35,9,1,5,1,0,10,22,0.343,0.402,0.598,1,0.4,61,1,0,1,0,0,0
490,lynnla01,30,STL,186.1,,33,776,676,80,151,21,7,27,4,7,78,153,0.223,0.312,0.395,0.707,0.248,267,20,10,9,3,5,6
491,lyonsty01,29,STL,54,,50,220,189,17,39,10,0,3,3,1,20,68,0.206,0.301,0.307,0.608,0.298,58,6,7,1,3,2,0
492,machaan02,24,KCR,3.2,,2,24,21,9,10,0,1,2,0,0,3,1,0.476,0.542,0.857,1.399,0.444,18,0,0,0,0,0,0
493,machije01,35,SEA,7.2,,5,31,26,2,7,1,0,1,1,0,4,4,0.269,0.355,0.423,0.778,0.273,11,3,0,0,1,0,0
494,maddoau01,26,BOS,17.1,,13,67,65,1,13,1,0,1,1,0,2,14,0.2,0.224,0.262,0.485,0.24,17,0,0,0,0,0,0
495,madsory01,36,TOT,59,,60,219,203,12,38,8,0,2,8,2,9,67,0.187,0.235,0.256,0.491,0.267,52,7,4,2,1,2,2
496,madsory01,36,OAK,39.1,,40,144,133,9,25,4,0,2,7,1,6,39,0.188,0.232,0.263,0.496,0.247,35,6,2,2,1,2,2
497,madsory01,36,WSN,19.2,,20,75,70,3,13,4,0,0,1,1,3,28,0.186,0.24,0.243,0.483,0.31,17,1,2,0,0,0,0
498,maedake01,29,LAD,134.1,,29,557,508,68,121,26,1,22,4,2,34,140,0.238,0.29,0.423,0.714,0.283,215,7,5,6,4,1,5
499,magnida01,26,LAA,0.1,,1,3,1,0,0,0,0,0,0,0,2,1,0,0.667,0,0.667,,0,0,0,0,0,0,0
500,mahlety01,22,CIN,20,,4,92,75,6,19,4,0,0,0,0,11,14,0.253,0.378,0.307,0.684,0.311,23,2,4,2,0,1,0
501,manaese01,25,OAK,158.2,,29,692,623,88,167,35,5,18,9,5,55,140,0.268,0.336,0.427,0.763,0.319,266,14,10,1,2,1,9
502,manesse01,28,KCR,9.2,,8,45,42,5,16,1,0,3,1,1,2,4,0.381,0.4,0.619,1.019,0.361,26,1,0,0,1,0,0
503,mapledi01,25,CHC,5.1,,6,27,21,6,6,2,0,0,0,1,6,11,0.286,0.444,0.381,0.825,0.6,8,0,0,0,0,0,0
504,marinjh01,28,TOT,58.1,,43,262,225,26,64,19,1,6,0,0,26,45,0.284,0.375,0.458,0.832,0.331,103,7,7,3,1,3,0
505,marinjh01,28,TOT,50.2,,39,229,197,24,57,17,1,6,0,0,23,40,0.289,0.376,0.477,0.853,0.336,94,5,5,3,1,3,0
506,marinjh01,28,MIL,16.2,,15,81,69,12,23,7,1,2,0,0,11,14,0.333,0.432,0.551,0.983,0.396,38,2,1,0,0,2,0
507,marinjh01,28,PIT,34,,24,148,128,12,34,10,0,4,0,0,12,26,0.266,0.345,0.438,0.782,0.303,56,3,4,3,1,1,0
508,marinjh01,28,TEX,7.2,,4,33,28,2,7,2,0,0,0,0,3,5,0.25,0.364,0.321,0.685,0.304,9,2,2,0,0,0,0
509,marksju01,29,TBR,1.1,,1,7,6,1,2,0,0,1,0,0,1,1,0.333,0.429,0.833,1.262,0.25,5,0,0,0,0,0,0
510,marquge01,22,COL,162,,29,701,634,82,174,37,7,25,6,5,49,147,0.274,0.332,0.473,0.806,0.32,300,11,8,5,4,3,3
511,marshev01,27,SEA,7.2,,6,38,33,8,12,3,0,1,0,0,5,4,0.364,0.447,0.545,0.993,0.393,18,2,0,0,0,1,0
512,martefr01,21,HOU,54.1,,32,249,208,40,51,10,1,7,3,0,31,69,0.245,0.361,0.404,0.765,0.328,84,4,8,0,2,3,0
513,martico01,27,SEA,2,,1,13,11,4,5,1,0,0,2,0,2,0,0.455,0.538,0.545,1.084,0.455,6,1,0,0,0,0,1
514,martiky01,26,BOS,2.1,,2,11,9,1,2,0,0,1,0,0,2,1,0.222,0.364,0.556,0.919,0.143,5,0,0,0,0,0,0
515,martile01,29,CHC,0.2,,1,5,5,2,3,0,0,1,0,0,0,0,0.6,0.6,1.2,1.8,0.5,6,0,0,0,0,0,0
516,martica04,25,STL,205,,32,858,772,93,179,34,4,27,4,4,71,217,0.232,0.302,0.391,0.694,0.287,302,21,8,4,2,3,14
517,martimi02,34,CLE,1,,1,4,4,0,1,1,0,0,0,0,0,0,0.25,0.25,0.5,0.75,0.25,2,0,0,0,0,0,0
518,martini01,26,TEX,111.1,,23,478,445,74,124,23,2,26,7,1,28,67,0.279,0.324,0.515,0.838,0.278,229,8,2,2,1,0,5
519,matonph01,24,SDP,43,,46,180,165,23,41,4,1,10,1,1,14,46,0.248,0.311,0.467,0.778,0.284,77,3,1,0,0,0,0
520,matzst01,26,NYM,66.2,,13,298,272,46,83,14,2,12,9,0,19,48,0.305,0.356,0.504,0.86,0.333,137,9,3,3,1,2,3
521,maurebr01,26,TOT,59.1,,68,267,245,43,73,17,3,8,2,0,19,59,0.298,0.348,0.49,0.838,0.361,120,4,1,0,2,2,1
522,maurebr01,26,SDP,39.1,,42,162,152,25,39,9,0,4,1,0,8,38,0.257,0.296,0.395,0.691,0.315,60,4,1,0,1,1,1
523,maurebr01,26,KCR,20,,26,105,93,18,34,8,3,4,1,0,11,21,0.366,0.429,0.645,1.074,0.435,60,0,0,0,1,1,0
524,mayermi01,25,STL,4.2,,3,25,19,8,8,4,0,2,0,0,4,3,0.421,0.48,0.947,1.427,0.375,18,1,0,0,2,1,1
525,mayzati01,25,TOR,17,,19,79,75,15,24,6,0,3,2,1,4,27,0.32,0.354,0.52,0.874,0.467,39,1,0,0,0,0,2
526,mazzoco01,27,SDP,8,,6,46,41,16,17,1,0,5,1,0,4,4,0.415,0.478,0.805,1.283,0.375,33,1,1,0,0,0,1
527,mcallza01,29,CLE,62,,50,249,226,18,53,4,1,8,3,2,21,66,0.235,0.302,0.367,0.67,0.296,83,8,1,1,0,0,0
528,mccarbr01,33,LAD,92.2,,19,384,347,43,89,15,2,5,10,3,27,72,0.256,0.313,0.354,0.668,0.308,123,9,3,4,3,0,3
529,mccarke01,25,KCR,45,,33,196,181,23,50,7,0,4,1,0,13,27,0.276,0.323,0.381,0.704,0.305,69,5,0,1,1,0,3
530,mcculla02,23,HOU,118.2,,22,512,457,61,114,28,2,8,4,2,40,132,0.249,0.324,0.372,0.696,0.332,170,13,11,2,2,1,9
531,mcfartj01,28,ARI,54,,43,241,217,42,65,11,0,4,2,0,17,29,0.3,0.351,0.406,0.757,0.326,88,11,2,2,3,6,6
532,mcgeeja01,30,COL,57.1,,62,229,210,23,47,11,1,4,1,1,16,58,0.224,0.281,0.343,0.624,0.289,72,6,1,1,1,0,0
533,mcgowdu01,35,MIA,77.2,,63,330,294,42,77,16,1,13,3,1,27,64,0.262,0.325,0.456,0.781,0.291,134,8,2,4,3,5,3
534,mcgowke01,25,NYM,8.2,,8,40,34,5,8,2,0,2,0,0,6,8,0.235,0.35,0.471,0.821,0.25,16,0,0,0,0,0,0
535,mcgraky01,24,SDP,19,,17,75,67,6,14,2,0,2,2,2,6,16,0.209,0.267,0.328,0.595,0.235,22,0,0,0,2,1,0
536,mcguide02,28,CIN,13.2,,6,56,53,6,10,2,0,1,0,0,2,11,0.189,0.232,0.283,0.515,0.22,15,1,1,0,0,0,3
537,mchugco01,30,HOU,63.1,,12,271,245,27,62,21,0,7,4,0,20,62,0.253,0.322,0.424,0.747,0.313,104,7,5,0,0,0,1
538,mejiaad01,24,MIN,98,,21,443,391,52,110,28,2,13,3,2,44,85,0.281,0.359,0.463,0.822,0.328,181,9,5,0,3,4,5
539,melanma01,32,SFG,30,,32,130,123,16,37,8,1,3,1,0,6,29,0.301,0.338,0.455,0.794,0.374,56,3,1,0,0,0,1
540,mellake01,23,CIN,4,,2,19,17,3,5,2,0,1,0,0,2,1,0.294,0.368,0.588,0.957,0.267,10,0,0,0,0,1,0
541,melviti01,27,TOT,5.2,,3,30,23,8,7,2,0,1,0,0,6,7,0.304,0.467,0.522,0.988,0.4,12,1,1,0,0,0,0
542,melviti01,27,MIN,3.1,,1,18,14,5,4,1,0,1,0,0,3,4,0.286,0.444,0.571,1.016,0.333,8,0,1,0,0,0,0
543,melviti01,27,SDP,2.1,,2,12,9,3,3,1,0,0,0,0,3,3,0.333,0.5,0.444,0.944,0.5,4,1,0,0,0,0,0
544,mendeyo01,22,TEX,12.1,,7,52,48,9,13,4,0,3,2,0,3,7,0.271,0.327,0.542,0.869,0.263,26,2,1,0,0,0,1
545,mengdda01,24,OAK,43,,7,169,157,16,36,6,0,6,0,2,9,29,0.229,0.268,0.382,0.65,0.242,60,5,0,1,2,0,2
546,merriry01,25,CLE,20.2,,5,89,84,6,26,5,0,0,2,0,4,7,0.31,0.337,0.369,0.706,0.333,31,6,0,0,1,0,3
547,meyeral01,27,LAA,67.1,,13,292,244,30,48,13,0,6,7,2,42,75,0.197,0.323,0.324,0.647,0.256,79,5,4,1,1,0,3
548,middlke01,23,LAA,58.1,,64,246,226,25,60,12,1,11,0,1,18,63,0.265,0.317,0.473,0.791,0.318,107,3,0,0,2,2,1
549,mileywa01,30,BAL,157.1,,32,728,624,104,179,30,2,25,5,4,93,142,0.287,0.38,0.462,0.841,0.333,288,18,4,1,6,1,7
